C,R,W,ConversionGain,NoiseFigure,VoltageSwing
1e-13,380,1.4e-05,-11.04,7.295,0.001707
1e-13,380,1.5e-05,-18.38,7.329,0.001695
1e-13,380,1.6e-05,-18.99,7.374,0.001689
1e-13,380,1.7e-05,-19.9,7.429,0.001674
1e-13,380,1.8e-05,-20.99,7.494,0.001658
1e-13,380,1.9e-05,-22.23,7.567,0.00164
1e-13,380,2.1e-05,-25.16,7.736,0.001606
1e-13,380,2.2e-05,-27.36,7.832,0.001577
1e-13,380,2.3e-05,-29.0,7.935,0.001573
1e-13,380,2.4e-05,-31.83,8.045,0.00155
1e-13,380,2.5e-05,-34.41,8.163,0.00153
1e-13,380,2.6e-05,-34.62,8.289,0.001512
1e-13,380,2.7e-05,-32.24,8.425,0.001468
1e-13,380,2.8e-05,-29.91,8.571,0.00147
1e-13,380,2.9e-05,-28.17,8.727,0.001441
1e-13,380,3e-05,-26.44,8.896,0.001412
1e-13,390,2e-05,-23.52,7.62,0.001627
1e-13,390,1.3e-05,-2.565,7.245,0.001723
1e-13,390,1.4e-05,-11.03,7.265,0.001715
1e-13,390,1.5e-05,-18.4,7.299,0.001704
1e-13,390,1.6e-05,-19.01,7.344,0.00169
1e-13,390,1.7e-05,-19.93,7.4,0.001677
1e-13,390,1.8e-05,-21.02,7.465,0.001659
1e-13,390,1.9e-05,-22.26,7.538,0.001643
1e-13,390,2.1e-05,-25.19,7.708,0.001609
1e-13,390,2.2e-05,-27.4,7.804,0.001594
1e-13,390,2.3e-05,-29.04,7.907,0.001575
1e-13,390,2.4e-05,-31.83,8.017,0.001552
1e-13,390,2.5e-05,-34.36,8.135,0.001535
1e-13,390,2.6e-05,-34.51,8.261,0.001511
1e-13,390,2.7e-05,-32.13,8.397,0.001472
1e-13,390,2.8e-05,-29.83,8.543,0.001473
1e-13,390,2.9e-05,-28.11,8.699,0.001444
1e-13,390,3e-05,-26.39,8.868,0.001414
1e-13,400,2e-05,-23.55,7.592,0.001631
1e-13,400,1.3e-05,-2.574,7.215,0.001724
1e-13,400,1.4e-05,-11.02,7.236,0.001719
1e-13,400,1.5e-05,-18.42,7.27,0.001706
1e-13,400,1.6e-05,-19.03,7.316,0.001693
1e-13,400,1.8e-05,-21.05,7.438,0.001666
1e-13,400,1.9e-05,-22.29,7.511,0.001646
1e-13,400,2.1e-05,-25.31,7.681,0.001612
1e-13,400,2.2e-05,-27.4,7.777,0.001594
1e-13,400,2.3e-05,-29.07,7.88,0.001578
1e-13,400,2.4e-05,-31.84,7.99,0.001552
1e-13,400,2.5e-05,-34.31,8.108,0.001532
1e-13,400,2.6e-05,-34.4,8.235,0.001515
1e-13,400,2.7e-05,-32.03,8.37,0.001475
1e-13,400,2.8e-05,-29.75,8.516,0.00148
1e-13,400,2.9e-05,-28.05,8.673,0.001455
1e-13,400,3e-05,-26.35,8.841,0.001417
1e-13,410,2e-05,-23.57,7.566,0.001635
1e-13,410,1.3e-05,-2.582,7.187,0.001729
1e-13,410,1.4e-05,-4.596,7.208,0.001722
1e-13,410,1.5e-05,-18.44,7.242,0.001712
1e-13,410,1.6e-05,-19.05,7.289,0.001699
1e-13,410,1.7e-05,-19.96,7.345,0.001686
1e-13,410,1.8e-05,-21.07,7.411,0.001672
1e-13,410,1.9e-05,-22.32,7.485,0.001652
1e-13,410,2.1e-05,-25.34,7.655,0.001618
1e-13,410,2.2e-05,-27.43,7.751,0.001596
1e-13,410,2.3e-05,-29.1,7.854,0.00158
1e-13,410,2.4e-05,-31.84,7.965,0.001551
1e-13,410,2.5e-05,-34.26,8.083,0.001536
1e-13,410,2.6e-05,-34.29,8.209,0.001524
1e-13,410,2.7e-05,-31.93,8.345,0.001478
1e-13,410,2.8e-05,-29.68,8.49,0.001479
1e-13,410,2.9e-05,-28.0,8.647,0.001454
1e-13,410,3e-05,-26.31,8.815,0.001419
1e-13,420,2e-05,-23.6,7.541,0.001637
1e-13,420,1.3e-05,-2.591,7.159,0.001734
1e-13,420,1.4e-05,-4.612,7.181,0.001728
1e-13,420,1.5e-05,-18.45,7.216,0.001716
1e-13,420,1.6e-05,-19.07,7.263,0.001705
1e-13,420,1.7e-05,-19.98,7.32,0.001692
1e-13,420,1.8e-05,-21.1,7.386,0.00167
1e-13,420,1.9e-05,-22.34,7.46,0.001655
1e-13,420,2.1e-05,-25.37,7.63,0.001615
1e-13,420,2.2e-05,-27.47,7.726,0.001605
1e-13,420,2.3e-05,-29.13,7.83,0.001584
1e-13,420,2.4e-05,-31.84,7.94,0.001558
1e-13,420,2.5e-05,-34.21,8.058,0.001543
1e-13,420,2.6e-05,-34.19,8.185,0.001523
1e-13,420,2.7e-05,-31.84,8.32,0.001481
1e-13,420,2.8e-05,-29.61,8.466,0.001482
1e-13,420,2.9e-05,-27.95,8.622,0.001458
1e-13,420,3e-05,-26.26,8.79,0.001424
1e-13,430,2e-05,-23.63,7.518,0.001642
1e-13,430,1.3e-05,-2.598,7.133,0.001737
1e-13,430,1.4e-05,-4.626,7.155,0.00173
1e-13,430,1.5e-05,-18.47,7.191,0.001719
1e-13,430,1.6e-05,-19.08,7.238,0.001706
1e-13,430,1.7e-05,-20.0,7.295,0.001695
1e-13,430,1.8e-05,-21.11,7.361,0.001675
1e-13,430,1.9e-05,-22.37,7.436,0.001659
1e-13,430,2.1e-05,-25.4,7.607,0.001625
1e-13,430,2.2e-05,-27.5,7.703,0.001591
1e-13,430,2.3e-05,-29.16,7.806,0.001587
1e-13,430,2.4e-05,-31.84,7.917,0.001566
1e-13,430,2.5e-05,-34.16,8.035,0.001547
1e-13,430,2.6e-05,-34.1,8.161,0.00152
1e-13,430,2.7e-05,-31.75,8.297,0.001484
1e-13,430,2.8e-05,-29.54,8.442,0.001489
1e-13,430,2.9e-05,-27.9,8.599,0.001455
1e-13,430,3e-05,-26.23,8.766,0.001425
1e-13,440,2e-05,-23.65,7.495,0.001644
1e-13,440,1.3e-05,-2.606,7.108,0.001742
1e-13,440,1.4e-05,-4.643,7.13,0.001733
1e-13,440,1.5e-05,-18.49,7.166,0.001721
1e-13,440,1.6e-05,-19.1,7.214,0.00171
1e-13,440,1.7e-05,-20.02,7.271,0.001696
1e-13,440,1.8e-05,-21.13,7.338,0.001678
1e-13,440,1.9e-05,-22.39,7.413,0.001662
1e-13,440,2.1e-05,-25.43,7.584,0.00163
1e-13,440,2.2e-05,-27.53,7.68,0.001596
1e-13,440,2.3e-05,-29.18,7.784,0.001592
1e-13,440,2.4e-05,-31.84,7.894,0.00157
1e-13,440,2.5e-05,-34.11,8.013,0.001551
1e-13,440,2.6e-05,-34.01,8.139,0.001526
1e-13,440,2.7e-05,-31.66,8.274,0.001487
1e-13,440,2.8e-05,-29.48,8.42,0.00149
1e-13,440,2.9e-05,-27.85,8.576,0.001461
1e-13,440,3e-05,-26.19,8.743,0.001431
1e-13,450,2e-05,-23.67,7.473,0.001646
1e-13,450,1.3e-05,-2.613,7.084,0.001742
1e-13,450,1.4e-05,-11.42,7.107,0.001735
1e-13,450,1.5e-05,-18.5,7.143,0.001723
1e-13,450,1.6e-05,-19.14,7.191,0.00171
1e-13,450,1.7e-05,-20.04,7.249,0.001701
1e-13,450,1.8e-05,-21.15,7.315,0.001686
1e-13,450,1.9e-05,-22.41,7.39,0.001667
1e-13,450,2.1e-05,-25.46,7.562,0.001634
1e-13,450,2.2e-05,-27.56,7.658,0.001587
1e-13,450,2.3e-05,-29.21,7.762,0.001593
1e-13,450,2.4e-05,-31.84,7.873,0.001574
1e-13,450,2.5e-05,-34.06,7.991,0.001557
1e-13,450,2.6e-05,-33.93,8.117,0.001533
1e-13,450,2.7e-05,-31.58,8.253,0.00149
1e-13,450,2.8e-05,-29.42,8.398,0.001485
1e-13,450,2.9e-05,-27.81,8.554,0.001467
1e-13,450,3e-05,-26.15,8.722,0.001433
1e-13,460,2e-05,-23.7,7.452,0.001652
1e-13,460,1.3e-05,-2.62,7.06,0.00175
1e-13,460,1.4e-05,-11.41,7.084,0.001738
1e-13,460,1.5e-05,-18.52,7.121,0.001733
1e-13,460,1.6e-05,-19.15,7.169,0.001715
1e-13,460,1.7e-05,-20.06,7.227,0.001703
1e-13,460,1.8e-05,-21.17,7.294,0.001684
1e-13,460,1.9e-05,-22.42,7.369,0.001668
1e-13,460,2.1e-05,-25.48,7.541,0.001631
1e-13,460,2.2e-05,-27.59,7.638,0.001614
1e-13,460,2.3e-05,-29.23,7.741,0.001596
1e-13,460,2.4e-05,-31.84,7.852,0.001576
1e-13,460,2.5e-05,-34.01,7.97,0.001562
1e-13,460,2.6e-05,-33.84,8.097,0.001532
1e-13,460,2.7e-05,-31.51,8.232,0.001493
1e-13,460,2.8e-05,-29.36,8.377,0.001498
1e-13,460,2.9e-05,-27.77,8.533,0.001472
1e-13,460,3e-05,-26.12,8.7,0.001437
1e-13,470,2e-05,-23.72,7.431,0.001656
1e-13,470,1.3e-05,-2.627,7.038,0.001752
1e-13,470,1.4e-05,-11.41,7.062,0.001742
1e-13,470,1.5e-05,-18.53,7.099,0.00173
1e-13,470,1.6e-05,-19.17,7.148,0.00172
1e-13,470,1.7e-05,-20.07,7.206,0.001704
1e-13,470,1.8e-05,-21.19,7.273,0.001686
1e-13,470,1.9e-05,-22.44,7.348,0.001671
1e-13,470,2.1e-05,-25.51,7.521,0.001639
1e-13,470,2.2e-05,-27.62,7.617,0.001613
1e-13,470,2.3e-05,-29.25,7.721,0.001599
1e-13,470,2.4e-05,-31.83,7.832,0.001577
1e-13,470,2.5e-05,-33.97,7.95,0.001558
1e-13,470,2.6e-05,-33.76,8.077,0.001541
1e-13,470,2.7e-05,-31.44,8.212,0.001495
1e-13,470,2.8e-05,-29.3,8.357,0.0015
1e-13,470,2.9e-05,-27.73,8.513,0.001474
1e-13,470,3e-05,-26.08,8.68,0.001436
1e-13,480,2e-05,-23.74,7.412,0.001659
1e-13,480,1.3e-05,-2.633,7.016,0.001753
1e-13,480,1.4e-05,-11.41,7.041,0.001746
1e-13,480,1.5e-05,-18.54,7.078,0.001737
1e-13,480,1.6e-05,-19.18,7.127,0.001722
1e-13,480,1.7e-05,-20.09,7.186,0.001709
1e-13,480,1.8e-05,-21.21,7.253,0.001693
1e-13,480,1.9e-05,-22.46,7.329,0.001674
1e-13,480,2.1e-05,-25.5,7.501,0.001641
1e-13,480,2.2e-05,-27.64,7.598,0.001601
1e-13,480,2.3e-05,-29.27,7.702,0.001602
1e-13,480,2.4e-05,-31.83,7.813,0.001583
1e-13,480,2.5e-05,-33.92,7.931,0.001561
1e-13,480,2.6e-05,-33.69,8.057,0.001538
1e-13,480,2.7e-05,-31.37,8.193,0.001497
1e-13,480,2.8e-05,-29.25,8.338,0.001501
1e-13,480,2.9e-05,-27.69,8.494,0.00147
1e-13,480,3e-05,-26.05,8.661,0.001436
1e-13,490,2e-05,-23.76,7.393,0.001663
1e-13,490,1.3e-05,-2.639,6.995,0.00176
1e-13,490,1.4e-05,-11.41,7.02,0.001752
1e-13,490,1.5e-05,-18.56,7.058,0.001739
1e-13,490,1.6e-05,-19.19,7.107,0.001725
1e-13,490,1.7e-05,-20.11,7.166,0.00171
1e-13,490,1.8e-05,-21.23,7.234,0.001696
1e-13,490,1.9e-05,-22.48,7.31,0.001679
1e-13,490,2.1e-05,-25.52,7.483,0.001644
1e-13,490,2.2e-05,-27.67,7.579,0.001605
1e-13,490,2.3e-05,-29.29,7.684,0.001602
1e-13,490,2.4e-05,-31.83,7.794,0.001582
1e-13,490,2.5e-05,-6.302,7.913,0.001562
1e-13,490,2.6e-05,-33.62,8.039,0.00154
1e-13,490,2.7e-05,-31.3,8.174,0.0015
1e-13,490,2.8e-05,-29.2,8.319,0.001503
1e-13,490,2.9e-05,-27.65,8.475,0.00148
1e-13,490,3e-05,-26.02,8.642,0.001444
1e-13,500,2e-05,-23.78,7.374,0.001663
1e-13,500,1.4e-05,-11.4,7.001,0.001751
1e-13,500,1.5e-05,-18.57,7.039,0.001743
1e-13,500,1.6e-05,-19.21,7.088,0.001727
1e-13,500,1.7e-05,-20.12,7.147,0.001711
1e-13,500,1.8e-05,-21.24,7.215,0.001698
1e-13,500,1.9e-05,-22.5,7.291,0.00168
1e-13,500,2.1e-05,-25.54,7.464,0.001645
1e-13,500,2.2e-05,-27.69,7.561,0.001623
1e-13,500,2.3e-05,-29.31,7.666,0.001605
1e-13,500,2.4e-05,-31.83,7.776,0.001584
1e-13,500,2.5e-05,-33.62,7.895,0.001562
1e-13,500,2.6e-05,-33.55,8.021,0.001549
1e-13,500,2.7e-05,-31.24,8.156,0.001508
1e-13,500,2.8e-05,-29.15,8.301,0.001503
1e-13,500,2.9e-05,-27.61,8.457,0.001479
1e-13,500,3e-05,-25.99,8.624,0.001446
1e-13,510,2e-05,-23.8,7.357,0.001664
1e-13,510,1.4e-05,-11.4,6.982,0.001759
1e-13,510,1.5e-05,-18.58,7.02,0.001742
1e-13,510,1.6e-05,-19.22,7.07,0.001731
1e-13,510,1.7e-05,-20.14,7.129,0.001717
1e-13,510,1.8e-05,-21.26,7.197,0.0017
1e-13,510,1.9e-05,-22.52,7.273,0.001682
1e-13,510,2.1e-05,-25.56,7.447,0.001649
1e-13,510,2.2e-05,-27.72,7.544,0.001614
1e-13,510,2.3e-05,-29.26,7.648,0.001611
1e-13,510,2.4e-05,-31.82,7.759,0.001585
1e-13,510,2.5e-05,-33.58,7.878,0.001562
1e-13,510,2.6e-05,-33.48,8.004,0.001544
1e-13,510,2.7e-05,-31.18,8.139,0.001504
1e-13,510,2.8e-05,-29.11,8.284,0.001508
1e-13,510,2.9e-05,-27.58,8.44,0.001478
1e-13,510,3e-05,-25.97,8.606,0.001445
1e-13,520,2e-05,-23.82,7.34,0.001668
1e-13,520,1.4e-05,-11.4,6.963,0.001758
1e-13,520,1.5e-05,-18.59,7.002,0.001745
1e-13,520,1.6e-05,-19.23,7.052,0.001735
1e-13,520,1.7e-05,-20.15,7.112,0.001719
1e-13,520,1.8e-05,-21.28,7.18,0.001702
1e-13,520,1.9e-05,-22.53,7.256,0.001687
1e-13,520,2.1e-05,-25.58,7.43,0.001649
1e-13,520,2.2e-05,-27.74,7.527,0.001621
1e-13,520,2.3e-05,-29.28,7.631,0.001611
1e-13,520,2.4e-05,-31.82,7.743,0.001585
1e-13,520,2.5e-05,-33.53,7.861,0.00157
1e-13,520,2.6e-05,-33.41,7.987,0.001547
1e-13,520,2.7e-05,-31.12,8.123,0.001506
1e-13,520,2.8e-05,-29.06,8.267,0.001507
1e-13,520,2.9e-05,-27.58,8.422,0.001485
1e-13,520,3e-05,-25.94,8.589,0.001447
1e-13,530,2e-05,-23.84,7.324,0.00167
1e-13,530,1.4e-05,-11.4,6.946,0.001761
1e-13,530,1.5e-05,-18.6,6.985,0.001749
1e-13,530,1.6e-05,-19.25,7.035,0.001735
1e-13,530,1.7e-05,-20.16,7.095,0.001724
1e-13,530,1.8e-05,-21.29,7.163,0.001704
1e-13,530,1.9e-05,-22.55,7.24,0.001689
1e-13,530,2.1e-05,-25.6,7.414,0.001651
1e-13,530,2.2e-05,-27.76,7.511,0.00162
1e-13,530,2.3e-05,-29.3,7.615,0.001611
1e-13,530,2.4e-05,-31.81,7.726,0.00159
1e-13,530,2.5e-05,-33.49,7.845,0.001575
1e-13,530,2.6e-05,-33.35,7.971,0.001546
1e-13,530,2.7e-05,-31.06,8.106,0.001509
1e-13,530,2.8e-05,-29.02,8.251,0.001512
1e-13,530,2.9e-05,-27.54,8.406,0.001479
1e-13,530,3e-05,-25.91,8.573,0.001447
1e-13,540,2e-05,-23.85,7.308,0.001674
1e-13,540,1.4e-05,-11.4,6.928,0.001759
1e-13,540,1.5e-05,-18.61,6.968,0.001751
1e-13,540,1.6e-05,-19.26,7.019,0.001739
1e-13,540,1.7e-05,-20.18,7.079,0.001724
1e-13,540,1.8e-05,-21.31,7.147,0.001708
1e-13,540,1.9e-05,-22.57,7.224,0.001686
1e-13,540,2.1e-05,-25.62,7.398,0.001649
1e-13,540,2.2e-05,-27.78,7.496,0.00162
1e-13,540,2.3e-05,-29.31,7.6,0.001614
1e-13,540,2.4e-05,-31.81,7.711,0.001591
1e-13,540,2.5e-05,-33.45,7.829,0.001567
1e-13,540,2.6e-05,-33.29,7.956,0.001554
1e-13,540,2.7e-05,-31.01,8.091,0.001511
1e-13,540,2.8e-05,-28.98,8.236,0.00151
1e-13,540,2.9e-05,-27.51,8.39,0.00148
1e-13,540,3e-05,-25.89,8.557,0.001449
1e-13,550,2e-05,-23.85,7.292,0.001669
1e-13,550,1.4e-05,-11.39,6.912,0.001764
1e-13,550,1.5e-05,-18.62,6.952,0.001753
1e-13,550,1.6e-05,-19.27,7.002,0.001742
1e-13,550,1.7e-05,-20.19,7.063,0.001725
1e-13,550,1.8e-05,-21.32,7.132,0.001706
1e-13,550,1.9e-05,-22.58,7.208,0.00169
1e-13,550,2.1e-05,-25.64,7.383,0.001652
1e-13,550,2.2e-05,-27.8,7.48,0.001622
1e-13,550,2.3e-05,-29.32,7.585,0.001618
1e-13,550,2.4e-05,-31.8,7.696,0.001595
1e-13,550,2.5e-05,-33.41,7.815,0.001572
1e-13,550,2.6e-05,-33.24,7.941,0.001558
1e-13,550,2.7e-05,-30.96,8.076,0.001518
1e-13,550,2.8e-05,-28.94,8.221,0.001513
1e-13,550,2.9e-05,-27.48,8.375,0.001484
1e-13,550,3e-05,-25.86,8.542,0.001452
1e-13,560,2e-05,-23.86,7.277,0.001674
1e-13,560,1.4e-05,-11.39,6.896,0.001771
1e-13,560,1.5e-05,-18.63,6.936,0.001756
1e-13,560,1.6e-05,-19.28,6.987,0.00174
1e-13,560,1.7e-05,-20.2,7.048,0.001726
1e-13,560,1.8e-05,-21.34,7.117,0.001712
1e-13,560,1.9e-05,-22.6,7.193,0.001692
1e-13,560,2.1e-05,-25.66,7.368,0.001663
1e-13,560,2.2e-05,-27.82,7.466,0.001635
1e-13,560,2.3e-05,-29.34,7.57,0.001618
1e-13,560,2.4e-05,-31.8,7.681,0.00159
1e-13,560,2.5e-05,-33.38,7.8,0.001572
1e-13,560,2.6e-05,-33.18,7.926,0.001561
1e-13,560,2.7e-05,-30.91,8.061,0.001514
1e-13,560,2.8e-05,-28.9,8.206,0.00152
1e-13,560,2.9e-05,-27.45,8.36,0.001486
1e-13,560,3e-05,-25.84,8.527,0.001455
1e-13,570,2e-05,-23.88,7.263,0.001676
1e-13,570,1.4e-05,-11.39,6.88,0.001767
1e-13,570,1.5e-05,-18.64,6.921,0.001761
1e-13,570,1.6e-05,-19.29,6.972,0.001746
1e-13,570,1.7e-05,-20.21,7.033,0.001734
1e-13,570,1.8e-05,-21.35,7.102,0.001715
1e-13,570,1.9e-05,-22.61,7.179,0.001695
1e-13,570,2.1e-05,-25.67,7.354,0.001657
1e-13,570,2.2e-05,-27.84,7.452,0.001626
1e-13,570,2.3e-05,-29.35,7.556,0.001622
1e-13,570,2.4e-05,-31.79,7.667,0.001601
1e-13,570,2.5e-05,-33.34,7.786,0.001573
1e-13,570,2.6e-05,-33.13,7.912,0.001558
1e-13,570,2.7e-05,-30.86,8.047,0.001516
1e-13,570,2.8e-05,-28.87,8.192,0.001516
1e-13,570,2.9e-05,-27.42,8.346,0.001492
1e-13,570,3e-05,-25.82,8.513,0.001459
1e-13,580,2e-05,-23.89,7.249,0.001681
1e-13,580,1.4e-05,-11.39,6.865,0.001774
1e-13,580,1.5e-05,-18.65,6.906,0.001762
1e-13,580,1.6e-05,-19.3,6.957,0.001744
1e-13,580,1.7e-05,-20.23,7.018,0.001731
1e-13,580,1.8e-05,-21.36,7.088,0.001714
1e-13,580,1.9e-05,-22.63,7.165,0.001699
1e-13,580,2.1e-05,-25.69,7.34,0.001657
1e-13,580,2.2e-05,-27.86,7.438,0.001644
1e-13,580,2.3e-05,-29.36,7.542,0.00162
1e-13,580,2.4e-05,-31.79,7.654,0.001602
1e-13,580,2.5e-05,-33.3,7.772,0.001585
1e-13,580,2.6e-05,-33.07,7.899,0.001564
1e-13,580,2.7e-05,-30.82,8.034,0.001524
1e-13,580,2.8e-05,-28.83,8.178,0.001521
1e-13,580,2.9e-05,-27.39,8.332,0.001498
1e-13,580,3e-05,-25.8,8.499,0.001457
1e-13,590,2e-05,-23.91,7.236,0.001681
1e-13,590,1.4e-05,-11.39,6.851,0.001774
1e-13,590,1.5e-05,-18.66,6.892,0.001763
1e-13,590,1.6e-05,-19.31,6.943,0.00175
1e-13,590,1.7e-05,-20.24,7.004,0.001736
1e-13,590,1.8e-05,-21.38,7.074,0.001716
1e-13,590,1.9e-05,-22.64,7.151,0.001698
1e-13,590,2.1e-05,-25.71,7.327,0.001663
1e-13,590,2.2e-05,-27.87,7.425,0.001639
1e-13,590,2.3e-05,-29.37,7.529,0.001627
1e-13,590,2.4e-05,-31.79,7.641,0.001602
1e-13,590,2.5e-05,-33.27,7.759,0.001587
1e-13,590,2.6e-05,-33.02,7.886,0.001564
1e-13,590,2.7e-05,-30.77,8.021,0.001519
1e-13,590,2.8e-05,-28.8,8.165,0.001522
1e-13,590,2.9e-05,-27.38,8.319,0.00149
1e-13,590,3e-05,-25.78,8.486,0.001457
1e-13,600,2e-05,-23.92,7.223,0.001689
1e-13,600,1.4e-05,-11.39,6.836,0.001777
1e-13,600,1.5e-05,-18.67,6.878,0.001766
1e-13,600,1.6e-05,-19.32,6.93,0.001751
1e-13,600,1.7e-05,-20.25,6.991,0.001735
1e-13,600,1.8e-05,-21.39,7.061,0.00172
1e-13,600,1.9e-05,-22.65,7.138,0.001702
1e-13,600,2.1e-05,-25.72,7.314,0.001666
1e-13,600,2.2e-05,-27.89,7.412,0.001649
1e-13,600,2.3e-05,-29.38,7.516,0.001624
1e-13,600,2.4e-05,-31.79,7.628,0.001601
1e-13,600,2.5e-05,-33.23,7.746,0.001588
1e-13,600,2.6e-05,-32.98,7.873,0.001562
1e-13,600,2.7e-05,-30.73,8.008,0.001521
1e-13,600,2.8e-05,-28.77,8.152,0.001524
1e-13,600,2.9e-05,-27.35,8.306,0.001491
1e-13,600,3e-05,-25.76,8.473,0.001462
1.1e-13,100,2e-05,-21.44,9.956,0.001292
1.1e-13,100,1.2e-05,-2.295,9.802,0.001337
1.1e-13,100,1.4e-05,-13.17,9.745,0.001338
1.1e-13,100,1.5e-05,-17.57,9.746,0.001331
1.1e-13,100,1.6e-05,-18.01,9.763,0.001325
1.1e-13,100,1.7e-05,-18.78,9.793,0.001322
1.1e-13,100,1.8e-05,-19.55,9.836,0.001311
1.1e-13,100,1.9e-05,-20.59,9.891,0.0013
1.1e-13,100,2.1e-05,-22.88,10.03,0.001281
1.1e-13,100,2.2e-05,-24.56,10.12,0.001254
1.1e-13,100,2.3e-05,-25.79,10.21,0.00125
1.1e-13,100,2.4e-05,-28.36,10.32,0.00124
1.1e-13,100,2.5e-05,-31.97,10.43,0.001222
1.1e-13,100,2.6e-05,-36.08,10.56,0.001206
1.1e-13,100,2.7e-05,-50.84,10.7,0.001177
1.1e-13,100,2.8e-05,-41.29,10.85,0.001182
1.1e-13,100,2.9e-05,-35.71,11.01,0.001162
1.1e-13,100,3e-05,-31.62,11.19,0.001141
1.1e-13,110,2e-05,-21.64,9.728,0.001317
1.1e-13,110,1.3e-05,-4.298,9.522,0.001372
1.1e-13,110,1.4e-05,-12.92,9.508,0.001368
1.1e-13,110,1.5e-05,-17.69,9.511,0.001364
1.1e-13,110,1.6e-05,-18.14,9.53,0.001358
1.1e-13,110,1.7e-05,-18.93,9.562,0.00135
1.1e-13,110,1.8e-05,-19.71,9.607,0.001341
1.1e-13,110,1.9e-05,-20.78,9.662,0.00133
1.1e-13,110,2.1e-05,-23.13,9.804,0.001306
1.1e-13,110,2.2e-05,-24.86,9.89,0.001272
1.1e-13,110,2.3e-05,-26.11,9.986,0.001282
1.1e-13,110,2.4e-05,-28.79,10.09,0.001268
1.1e-13,110,2.5e-05,-32.67,10.21,0.00125
1.1e-13,110,2.6e-05,-37.18,10.33,0.001235
1.1e-13,110,2.7e-05,-49.11,10.47,0.001204
1.1e-13,110,2.8e-05,-39.47,10.62,0.001208
1.1e-13,110,2.9e-05,-34.24,10.79,0.001192
1.1e-13,110,3e-05,-30.79,10.97,0.001168
1.1e-13,120,2e-05,-22.1,9.529,0.001347
1.1e-13,120,1.3e-05,-4.219,9.311,0.001403
1.1e-13,120,1.4e-05,-12.85,9.299,0.001399
1.1e-13,120,1.5e-05,-17.8,9.305,0.001394
1.1e-13,120,1.6e-05,-18.26,9.325,0.001387
1.1e-13,120,1.7e-05,-19.06,9.359,0.001379
1.1e-13,120,1.8e-05,-19.85,9.405,0.001369
1.1e-13,120,1.9e-05,-20.96,9.462,0.001358
1.1e-13,120,2.1e-05,-23.35,9.606,0.001338
1.1e-13,120,2.2e-05,-25.13,9.693,0.001308
1.1e-13,120,2.3e-05,-26.82,9.789,0.001306
1.1e-13,120,2.4e-05,-29.2,9.895,0.001293
1.1e-13,120,2.5e-05,-33.3,10.01,0.001273
1.1e-13,120,2.6e-05,-38.07,10.14,0.001264
1.1e-13,120,2.7e-05,-46.74,10.27,0.001229
1.1e-13,120,2.8e-05,-38.09,10.42,0.001229
1.1e-13,120,2.9e-05,-33.55,10.59,0.001217
1.1e-13,120,3e-05,-30.37,10.77,0.00118
1.1e-13,130,2e-05,-22.27,9.353,0.001369
1.1e-13,130,1e-05,-2.782,9.298,0.001415
1.1e-13,130,1.3e-05,-4.161,9.124,0.001431
1.1e-13,130,1.4e-05,-12.68,9.114,0.001425
1.1e-13,130,1.5e-05,-17.89,9.122,0.001421
1.1e-13,130,1.6e-05,-18.37,9.144,0.001412
1.1e-13,130,1.7e-05,-19.19,9.18,0.001407
1.1e-13,130,1.8e-05,-19.98,9.227,0.001393
1.1e-13,130,1.9e-05,-21.11,9.285,0.001384
1.1e-13,130,2.1e-05,-23.55,9.431,0.001358
1.1e-13,130,2.2e-05,-25.38,9.518,0.001331
1.1e-13,130,2.3e-05,-27.11,9.615,0.001327
1.1e-13,130,2.5e-05,-33.65,9.836,0.001297
1.1e-13,130,2.6e-05,-38.51,9.962,0.00128
1.1e-13,130,2.7e-05,-44.47,10.1,0.00125
1.1e-13,130,2.8e-05,-37.02,10.25,0.001248
1.1e-13,130,2.9e-05,-32.96,10.41,0.001237
1.1e-13,130,3e-05,-30.11,10.59,0.001212
1.1e-13,140,2e-05,-22.44,9.196,0.001393
1.1e-13,140,1e-05,-2.794,9.122,0.001441
1.1e-13,140,1.3e-05,-4.126,8.957,0.001453
1.1e-13,140,1.4e-05,-13.43,8.949,0.001449
1.1e-13,140,1.5e-05,-17.99,8.958,0.001444
1.1e-13,140,1.6e-05,-18.46,8.983,0.001438
1.1e-13,140,1.7e-05,-19.3,9.02,0.001428
1.1e-13,140,1.8e-05,-20.26,9.068,0.001415
1.1e-13,140,1.9e-05,-21.25,9.128,0.001405
1.1e-13,140,2.1e-05,-23.73,9.275,0.001376
1.1e-13,140,2.2e-05,-25.6,9.363,0.001343
1.1e-13,140,2.3e-05,-27.36,9.459,0.001349
1.1e-13,140,2.4e-05,-30.39,9.566,0.001336
1.1e-13,140,2.5e-05,-33.7,9.681,0.001315
1.1e-13,140,2.6e-05,-38.65,9.808,0.001302
1.1e-13,140,2.7e-05,-42.68,9.945,0.00127
1.1e-13,140,2.8e-05,-36.16,10.09,0.001273
1.1e-13,140,2.9e-05,-32.46,10.26,0.001252
1.1e-13,140,3e-05,-29.78,10.43,0.001224
1.1e-13,150,2e-05,-22.59,9.056,0.001414
1.1e-13,150,1.2e-05,-0.277,8.832,0.001476
1.1e-13,150,1.3e-05,-4.1,8.806,0.001473
1.1e-13,150,1.4e-05,-13.35,8.801,0.00147
1.1e-13,150,1.5e-05,-18.07,8.812,0.001463
