C,Itail,R,WLO,WRF,DCPowerConsumption,ConversionGain,NoiseFigure,VoltageSwing
3e-12,0.006,900.0,1.4e-05,3e-05,0.00761,-3.227,22.3,0.0142
3e-12,0.006,900.0,1.6e-05,2e-05,0.00769,-1.363,21.48,0.013
3e-12,0.006,900.0,1.6e-05,1e-05,0.00777,-2.538,19.54,0.00964
3e-12,0.006,900.0,1.6e-05,1.2e-05,0.00776,-1.809,20.07,0.0106
3e-12,0.006,900.0,1.6e-05,1.4e-05,0.00774,-1.393,20.51,0.0113
3e-12,0.006,900.0,1.6e-05,1.6e-05,0.00773,-1.214,20.89,0.0119
3e-12,0.006,900.0,1.6e-05,1.8e-05,0.00771,-1.218,21.21,0.0124
3e-12,0.006,900.0,1.6e-05,2.2e-05,0.00768,-1.618,21.7,0.0133
3e-12,0.006,900.0,1.6e-05,2.4e-05,0.00766,-1.958,21.88,0.0138
3e-12,0.006,900.0,1.6e-05,2.6e-05,0.00765,-2.362,22.02,0.0143
3e-12,0.006,900.0,1.6e-05,2.8e-05,0.00763,-2.815,22.12,0.0144
3e-12,0.006,900.0,1.6e-05,3e-05,0.00762,-3.304,22.2,0.0147
3e-12,0.006,900.0,1.7e-05,2e-05,0.0077,-1.436,21.5,0.0133
3e-12,0.006,900.0,1.7e-05,1e-05,0.00777,-2.691,19.62,0.00963
3e-12,0.006,900.0,1.7e-05,1.2e-05,0.00776,-1.963,20.14,0.0107
3e-12,0.006,900.0,1.7e-05,1.4e-05,0.00774,-1.536,20.58,0.0117
3e-12,0.006,900.0,1.7e-05,1.6e-05,0.00773,-1.339,20.94,0.0126
3e-12,0.006,900.0,1.7e-05,1.8e-05,0.00771,-1.318,21.25,0.0127
3e-12,0.006,900.0,1.7e-05,2.2e-05,0.00768,-1.662,21.71,0.0139
3e-12,0.006,900.0,1.7e-05,2.4e-05,0.00766,-1.974,21.87,0.0141
3e-12,0.006,900.0,1.7e-05,2.6e-05,0.00765,-2.354,22.0,0.0145
3e-12,0.006,900.0,1.7e-05,2.8e-05,0.00763,-2.786,22.1,0.0147
3e-12,0.006,900.0,1.7e-05,3e-05,0.00762,-3.26,22.17,0.015
3e-12,0.006,900.0,1.8e-05,2e-05,0.0077,-1.433,21.51,0.0137
3e-12,0.006,900.0,1.8e-05,1e-05,0.00777,-2.844,19.69,0.00972
3e-12,0.006,900.0,1.8e-05,1.2e-05,0.00776,-2.096,20.2,0.0107
3e-12,0.006,900.0,1.8e-05,1.4e-05,0.00775,-1.641,20.63,0.0117
3e-12,0.006,900.0,1.8e-05,1.6e-05,0.00773,-1.408,20.98,0.0126
3e-12,0.006,900.0,1.8e-05,1.8e-05,0.00771,-1.35,21.27,0.0128
3e-12,0.006,900.0,1.8e-05,2.2e-05,0.00768,-1.633,21.71,0.0138
3e-12,0.006,900.0,1.8e-05,2.4e-05,0.00766,-1.925,21.86,0.0143
3e-12,0.006,900.0,1.8e-05,2.6e-05,0.00765,-2.293,21.99,0.0147
3e-12,0.006,900.0,1.8e-05,2.8e-05,0.00763,-2.718,22.08,0.0151
3e-12,0.006,900.0,1.8e-05,3e-05,0.00762,-3.186,22.14,0.0152
3e-12,0.006,900.0,1.9e-05,2e-05,0.0077,-1.387,21.52,0.0137
3e-12,0.006,900.0,1.9e-05,1e-05,0.00778,-2.961,19.73,0.0101
3e-12,0.006,900.0,1.9e-05,1.2e-05,0.00776,-2.177,20.24,0.011
3e-12,0.006,900.0,1.9e-05,1.4e-05,0.00775,-1.679,20.65,0.0117
3e-12,0.006,900.0,1.9e-05,1.6e-05,0.00773,-1.407,21.0,0.0124
3e-12,0.006,900.0,1.9e-05,1.8e-05,0.00772,-1.321,21.28,0.0132
3e-12,0.006,900.0,1.9e-05,2.2e-05,0.00768,-1.577,21.71,0.0142
3e-12,0.006,900.0,1.9e-05,2.4e-05,0.00767,-1.866,21.86,0.0144
3e-12,0.006,900.0,1.9e-05,2.6e-05,0.00765,-2.231,21.98,0.0148
3e-12,0.006,900.0,1.9e-05,2.8e-05,0.00763,-2.655,22.07,0.0155
3e-12,0.006,900.0,1.9e-05,3e-05,0.00762,-3.124,22.13,0.0155
3e-12,0.006,900.0,2e-05,2e-05,0.0077,-1.345,21.52,0.0141
3e-12,0.006,900.0,2e-05,1e-05,0.00778,-3.028,19.76,0.0101
3e-12,0.006,900.0,2e-05,1.2e-05,0.00776,-2.197,20.25,0.0112
3e-12,0.006,900.0,2e-05,1.4e-05,0.00775,-1.665,20.66,0.0117
3e-12,0.006,900.0,2e-05,1.6e-05,0.00773,-1.374,21.0,0.0127
3e-12,0.006,900.0,2e-05,1.8e-05,0.00772,-1.28,21.28,0.0134
3e-12,0.006,900.0,2e-05,2.2e-05,0.00768,-1.534,21.71,0.0145
3e-12,0.006,900.0,2e-05,2.4e-05,0.00767,-1.823,21.86,0.0149
3e-12,0.006,900.0,2e-05,2.6e-05,0.00765,-2.19,21.98,0.0151
3e-12,0.006,900.0,2e-05,2.8e-05,0.00763,-2.615,22.06,0.0154
3e-12,0.006,900.0,2e-05,3e-05,0.00762,-3.086,22.12,0.0155
3e-12,0.006,1100.0,1.5e-05,2e-05,0.00715,-1.236,21.29,0.0125
3e-12,0.006,1100.0,1.5e-05,1e-05,0.00727,-2.365,19.23,0.00923
3e-12,0.006,1100.0,1.5e-05,1.2e-05,0.00724,-1.637,19.78,0.0105
3e-12,0.006,1100.0,1.5e-05,1.4e-05,0.00722,-1.228,20.25,0.0108
3e-12,0.006,1100.0,1.5e-05,1.6e-05,0.00719,-1.06,20.65,0.0116
3e-12,0.006,1100.0,1.5e-05,1.8e-05,0.00717,-1.076,21.0,0.0121
3e-12,0.006,1100.0,1.5e-05,2.2e-05,0.00713,-1.506,21.53,0.013
3e-12,0.006,1100.0,1.5e-05,2.4e-05,0.00711,-1.86,21.73,0.0134
3e-12,0.006,1100.0,1.5e-05,2.6e-05,0.00709,-2.279,21.89,0.0138
3e-12,0.006,1100.0,1.5e-05,2.8e-05,0.00707,-2.745,22.02,0.0141
3e-12,0.006,1100.0,1.5e-05,3e-05,0.00705,-3.247,22.13,0.0143
3e-12,0.006,1100.0,1e-05,2e-05,0.00714,-1.447,21.65,0.011
3e-12,0.006,1100.0,1e-05,1e-05,0.00726,-2.456,19.35,0.00811
3e-12,0.006,1100.0,1e-05,1.2e-05,0.00723,-1.778,19.96,0.00881
3e-12,0.006,1100.0,1e-05,1.4e-05,0.00721,-1.397,20.48,0.00951
3e-12,0.006,1100.0,1e-05,1.6e-05,0.00718,-1.245,20.93,0.0102
3e-12,0.006,1100.0,1e-05,1.8e-05,0.00716,-1.274,21.31,0.0107
3e-12,0.006,1100.0,1e-05,2.2e-05,0.00712,-1.733,21.94,0.0116
3e-12,0.006,1100.0,1e-05,2.4e-05,0.0071,-2.105,22.18,0.0119
3e-12,0.006,1100.0,1e-05,2.6e-05,0.00709,-2.544,22.39,0.0122
3e-12,0.006,1100.0,1e-05,2.8e-05,0.00707,-3.032,22.57,0.0126
3e-12,0.006,1100.0,1e-05,3e-05,0.00706,-3.557,22.71,0.0128
3e-12,0.006,1100.0,1.1e-05,2e-05,0.00714,-1.283,21.5,0.0115
3e-12,0.006,1100.0,1.1e-05,1e-05,0.00726,-2.5,19.29,0.00838
3e-12,0.006,1100.0,1.1e-05,1.2e-05,0.00724,-1.753,19.87,0.00915
3e-12,0.006,1100.0,1.1e-05,1.4e-05,0.00721,-1.317,20.37,0.00986
3e-12,0.006,1100.0,1.1e-05,1.6e-05,0.00719,-1.126,20.8,0.0104
3e-12,0.006,1100.0,1.1e-05,1.8e-05,0.00717,-1.129,21.18,0.0109
3e-12,0.006,1100.0,1.1e-05,2.2e-05,0.00713,-1.555,21.77,0.0118
3e-12,0.006,1100.0,1.1e-05,2.4e-05,0.00711,-1.917,22.0,0.0122
3e-12,0.006,1100.0,1.1e-05,2.6e-05,0.00709,-2.348,22.2,0.0126
3e-12,0.006,1100.0,1.1e-05,2.8e-05,0.00707,-2.83,22.36,0.0129
3e-12,0.006,1100.0,1.1e-05,3e-05,0.00706,-3.348,22.5,0.0132
3e-12,0.006,1100.0,1.2e-05,2e-05,0.00715,-1.155,21.4,0.0117
3e-12,0.006,1100.0,1.2e-05,1e-05,0.00726,-2.44,19.24,0.00863
3e-12,0.006,1100.0,1.2e-05,1.2e-05,0.00724,-1.66,19.81,0.00931
3e-12,0.006,1100.0,1.2e-05,1.4e-05,0.00721,-1.206,20.3,0.0101
3e-12,0.006,1100.0,1.2e-05,1.6e-05,0.00719,-1.006,20.72,0.0106
3e-12,0.006,1100.0,1.2e-05,1.8e-05,0.00717,-1.003,21.08,0.0111
3e-12,0.006,1100.0,1.2e-05,2.2e-05,0.00713,-1.425,21.66,0.0123
3e-12,0.006,1100.0,1.2e-05,2.4e-05,0.00711,-1.787,21.89,0.0125
3e-12,0.006,1100.0,1.2e-05,2.6e-05,0.00709,-2.217,22.07,0.013
3e-12,0.006,1100.0,1.2e-05,2.8e-05,0.00707,-2.698,22.23,0.0132
3e-12,0.006,1100.0,1.2e-05,3e-05,0.00706,-3.216,22.35,0.0135
3e-12,0.006,1100.0,1.3e-05,2e-05,0.00715,-1.097,21.33,0.0121
3e-12,0.006,1100.0,1.3e-05,1e-05,0.00727,-2.355,19.2,0.00898
3e-12,0.006,1100.0,1.3e-05,1.2e-05,0.00724,-1.578,19.77,0.0097
3e-12,0.006,1100.0,1.3e-05,1.4e-05,0.00722,-1.13,20.25,0.0105
3e-12,0.006,1100.0,1.3e-05,1.6e-05,0.00719,-0.937,20.67,0.0109
3e-12,0.006,1100.0,1.3e-05,1.8e-05,0.00717,-0.94,21.03,0.0115
3e-12,0.006,1100.0,1.3e-05,2.2e-05,0.00713,-1.372,21.59,0.0125
3e-12,0.006,1100.0,1.3e-05,2.4e-05,0.00711,-1.736,21.81,0.0129
3e-12,0.006,1100.0,1.3e-05,2.6e-05,0.00709,-2.168,21.99,0.0132
3e-12,0.006,1100.0,1.3e-05,2.8e-05,0.00707,-2.65,22.14,0.0136
3e-12,0.006,1100.0,1.3e-05,3e-05,0.00706,-3.168,22.26,0.0138
3e-12,0.006,1100.0,1.4e-05,2e-05,0.00715,-1.131,21.29,0.0124
3e-12,0.006,1100.0,1.4e-05,1e-05,0.00727,-2.315,19.2,0.00943
3e-12,0.006,1100.0,1.4e-05,1.2e-05,0.00724,-1.559,19.75,0.00996
3e-12,0.006,1100.0,1.4e-05,1.4e-05,0.00722,-1.131,20.23,0.0107
3e-12,0.006,1100.0,1.4e-05,1.6e-05,0.00719,-0.953,20.64,0.0111
3e-12,0.006,1100.0,1.4e-05,1.8e-05,0.00717,-0.967,20.99,0.0118
3e-12,0.006,1100.0,1.4e-05,2.2e-05,0.00713,-1.409,21.55,0.0129
3e-12,0.006,1100.0,1.4e-05,2.4e-05,0.00711,-1.775,21.76,0.0131
3e-12,0.006,1100.0,1.4e-05,2.6e-05,0.00709,-2.206,21.94,0.0136
3e-12,0.006,1100.0,1.4e-05,2.8e-05,0.00707,-2.686,22.08,0.0138
3e-12,0.006,1100.0,1.4e-05,3e-05,0.00706,-3.201,22.19,0.014
3e-12,0.006,1100.0,1.6e-05,2e-05,0.00715,-1.337,21.3,0.0127
3e-12,0.006,1100.0,1.6e-05,1e-05,0.00727,-2.506,19.3,0.00963
3e-12,0.006,1100.0,1.6e-05,1.2e-05,0.00724,-1.789,19.84,0.0104
3e-12,0.006,1100.0,1.6e-05,1.4e-05,0.00722,-1.379,20.3,0.0113
3e-12,0.006,1100.0,1.6e-05,1.6e-05,0.00719,-1.2,20.7,0.0115
3e-12,0.006,1100.0,1.6e-05,1.8e-05,0.00717,-1.199,21.03,0.0121
3e-12,0.006,1100.0,1.6e-05,2.2e-05,0.00713,-1.583,21.53,0.0131
3e-12,0.006,1100.0,1.6e-05,2.4e-05,0.0071,-1.913,21.72,0.0136
3e-12,0.006,1100.0,1.6e-05,2.6e-05,0.00709,-2.307,21.87,0.014
3e-12,0.006,1100.0,1.6e-05,2.8e-05,0.00707,-2.751,21.98,0.0142
3e-12,0.006,1100.0,1.6e-05,3e-05,0.00705,-3.233,22.07,0.0146
3e-12,0.006,1100.0,1.7e-05,2e-05,0.00715,-1.37,21.31,0.0128
3e-12,0.006,1100.0,1.7e-05,1e-05,0.00727,-2.674,19.38,0.00991
3e-12,0.006,1100.0,1.7e-05,1.2e-05,0.00724,-1.945,19.91,0.0103
3e-12,0.006,1100.0,1.7e-05,1.4e-05,0.00722,-1.511,20.36,0.0111
3e-12,0.006,1100.0,1.7e-05,1.6e-05,0.00719,-1.302,20.74,0.0118
3e-12,0.006,1100.0,1.7e-05,1.8e-05,0.00717,-1.267,21.05,0.0123
3e-12,0.006,1100.0,1.7e-05,2.2e-05,0.00712,-1.583,21.53,0.0133
3e-12,0.006,1100.0,1.7e-05,2.4e-05,0.0071,-1.885,21.7,0.0138
3e-12,0.006,1100.0,1.7e-05,2.6e-05,0.00708,-2.258,21.84,0.0142
3e-12,0.006,1100.0,1.7e-05,2.8e-05,0.00706,-2.686,21.94,0.0146
3e-12,0.006,1100.0,1.7e-05,3e-05,0.00705,-3.158,22.03,0.0147
3e-12,0.006,1100.0,1.8e-05,2e-05,0.00715,-1.329,21.31,0.0131
3e-12,0.006,1100.0,1.8e-05,1e-05,0.00727,-2.816,19.44,0.00997
3e-12,0.006,1100.0,1.8e-05,1.2e-05,0.00725,-2.054,19.97,0.0109
3e-12,0.006,1100.0,1.8e-05,1.4e-05,0.00722,-1.58,20.4,0.0115
3e-12,0.006,1100.0,1.8e-05,1.6e-05,0.00719,-1.328,20.76,0.0122
3e-12,0.006,1100.0,1.8e-05,1.8e-05,0.00717,-1.254,21.06,0.0129
3e-12,0.006,1100.0,1.8e-05,2.2e-05,0.00712,-1.524,21.52,0.0136
3e-12,0.006,1100.0,1.8e-05,2.4e-05,0.0071,-1.815,21.69,0.0141
3e-12,0.006,1100.0,1.8e-05,2.6e-05,0.00708,-2.183,21.82,0.0142
3e-12,0.006,1100.0,1.8e-05,2.8e-05,0.00706,-2.609,21.92,0.0147
3e-12,0.006,1100.0,1.8e-05,3e-05,0.00704,-3.079,22.0,0.015
3e-12,0.006,1100.0,1.9e-05,2e-05,0.00714,-1.272,21.32,0.0135
3e-12,0.006,1100.0,1.9e-05,1e-05,0.00727,-2.904,19.48,0.00997
3e-12,0.006,1100.0,1.9e-05,1.2e-05,0.00725,-2.095,19.99,0.0109
3e-12,0.006,1100.0,1.9e-05,1.4e-05,0.00722,-1.576,20.42,0.0116
3e-12,0.006,1100.0,1.9e-05,1.6e-05,0.00719,-1.294,20.77,0.0123
3e-12,0.006,1100.0,1.9e-05,1.8e-05,0.00717,-1.204,21.07,0.0133
3e-12,0.006,1100.0,1.9e-05,2.2e-05,0.00712,-1.465,21.52,0.0138
3e-12,0.006,1100.0,1.9e-05,2.4e-05,0.0071,-1.756,21.69,0.0141
3e-12,0.006,1100.0,1.9e-05,2.6e-05,0.00708,-2.124,21.82,0.0145
3e-12,0.006,1100.0,1.9e-05,2.8e-05,0.00706,-2.552,21.92,0.0149
3e-12,0.006,1100.0,1.9e-05,3e-05,0.00704,-3.024,21.99,0.0151
3e-12,0.006,1100.0,2e-05,2e-05,0.00714,-1.235,21.32,0.0134
3e-12,0.006,1100.0,2e-05,1e-05,0.00727,-2.929,19.5,0.0103
3e-12,0.006,1100.0,2e-05,1.2e-05,0.00725,-2.08,20.01,0.0112
3e-12,0.006,1100.0,2e-05,1.4e-05,0.00722,-1.542,20.43,0.0117
3e-12,0.006,1100.0,2e-05,1.6e-05,0.00719,-1.254,20.78,0.0125
3e-12,0.006,1100.0,2e-05,1.8e-05,0.00717,-1.165,21.08,0.0133
3e-12,0.006,1100.0,2e-05,2.2e-05,0.00712,-1.43,21.53,0.0141
3e-12,0.006,1100.0,2e-05,2.4e-05,0.0071,-1.725,21.69,0.0145
3e-12,0.006,1100.0,2e-05,2.6e-05,0.00708,-2.097,21.82,0.015
3e-12,0.006,1100.0,2e-05,2.8e-05,0.00706,-2.528,21.92,0.0153
3e-12,0.006,1100.0,2e-05,3e-05,0.00704,-3.003,22.0,0.0154
3e-12,0.006,1300.0,1.5e-05,2e-05,0.00675,-1.226,21.18,0.0123
3e-12,0.006,1300.0,1.5e-05,1e-05,0.0069,-2.329,19.06,0.00933
3e-12,0.006,1300.0,1.5e-05,1.2e-05,0.00687,-1.615,19.63,0.0101
3e-12,0.006,1300.0,1.5e-05,1.4e-05,0.00683,-1.215,20.11,0.0108
3e-12,0.006,1300.0,1.5e-05,1.6e-05,0.0068,-1.051,20.52,0.0114
3e-12,0.006,1300.0,1.5e-05,1.8e-05,0.00678,-1.068,20.88,0.0119
3e-12,0.006,1300.0,1.5e-05,2.2e-05,0.00672,-1.494,21.43,0.0127
3e-12,0.006,1300.0,1.5e-05,2.4e-05,0.0067,-1.844,21.63,0.0133
3e-12,0.006,1300.0,1.5e-05,2.6e-05,0.00668,-2.259,21.8,0.0135
3e-12,0.006,1300.0,1.5e-05,2.8e-05,0.00666,-2.721,21.94,0.0138
3e-12,0.006,1300.0,1.5e-05,3e-05,0.00664,-3.218,22.05,0.0142
3e-12,0.006,1300.0,1e-05,2e-05,0.00676,-1.372,21.51,0.011
3e-12,0.006,1300.0,1e-05,1e-05,0.0069,-2.406,19.17,0.00815
3e-12,0.006,1300.0,1e-05,1.2e-05,0.00686,-1.719,19.79,0.00879
3e-12,0.006,1300.0,1e-05,1.4e-05,0.00684,-1.329,20.32,0.00949
3e-12,0.006,1300.0,1e-05,1.6e-05,0.00681,-1.172,20.77,0.0099
3e-12,0.006,1300.0,1e-05,1.8e-05,0.00678,-1.199,21.17,0.0106
3e-12,0.006,1300.0,1e-05,2.2e-05,0.00674,-1.66,21.81,0.0115
3e-12,0.006,1300.0,1e-05,2.4e-05,0.00672,-2.035,22.06,0.0118
3e-12,0.006,1300.0,1e-05,2.6e-05,0.0067,-2.477,22.27,0.0121
3e-12,0.006,1300.0,1e-05,2.8e-05,0.00668,-2.969,22.45,0.0124
3e-12,0.006,1300.0,1e-05,3e-05,0.00667,-3.497,22.61,0.0127
3e-12,0.006,1300.0,1.1e-05,2e-05,0.00676,-1.204,21.36,0.0113
3e-12,0.006,1300.0,1.1e-05,1e-05,0.0069,-2.418,19.1,0.00834
3e-12,0.006,1300.0,1.1e-05,1.2e-05,0.00687,-1.665,19.7,0.00915
3e-12,0.006,1300.0,1.1e-05,1.4e-05,0.00684,-1.229,20.21,0.00973
3e-12,0.006,1300.0,1.1e-05,1.6e-05,0.00681,-1.04,20.65,0.0103
3e-12,0.006,1300.0,1.1e-05,1.8e-05,0.00678,-1.046,21.03,0.0108
3e-12,0.006,1300.0,1.1e-05,2.2e-05,0.00674,-1.48,21.64,0.0117
3e-12,0.006,1300.0,1.1e-05,2.4e-05,0.00672,-1.847,21.88,0.0122
3e-12,0.006,1300.0,1.1e-05,2.6e-05,0.0067,-2.282,22.08,0.0125
3e-12,0.006,1300.0,1.1e-05,2.8e-05,0.00668,-2.767,22.25,0.0128
3e-12,0.006,1300.0,1.1e-05,3e-05,0.00666,-3.29,22.4,0.013
3e-12,0.006,1300.0,1.2e-05,2e-05,0.00676,-1.086,21.26,0.0116
3e-12,0.006,1300.0,1.2e-05,1e-05,0.0069,-2.339,19.06,0.00849
3e-12,0.006,1300.0,1.2e-05,1.2e-05,0.00687,-1.564,19.64,0.00949
3e-12,0.006,1300.0,1.2e-05,1.4e-05,0.00684,-1.117,20.14,0.0099
3e-12,0.006,1300.0,1.2e-05,1.6e-05,0.00681,-0.924,20.57,0.0106
3e-12,0.006,1300.0,1.2e-05,1.8e-05,0.00678,-0.928,20.94,0.0112
3e-12,0.006,1300.0,1.2e-05,2.2e-05,0.00673,-1.362,21.54,0.0121
3e-12,0.006,1300.0,1.2e-05,2.4e-05,0.00671,-1.729,21.77,0.0125
3e-12,0.006,1300.0,1.2e-05,2.6e-05,0.00669,-2.163,21.96,0.0127
3e-12,0.006,1300.0,1.2e-05,2.8e-05,0.00668,-2.647,22.13,0.013
3e-12,0.006,1300.0,1.2e-05,3e-05,0.00666,-3.169,22.26,0.0133
3e-12,0.006,1300.0,1.3e-05,2e-05,0.00675,-1.05,21.21,0.0119
3e-12,0.006,1300.0,1.3e-05,1e-05,0.0069,-2.259,19.03,0.00882
3e-12,0.006,1300.0,1.3e-05,1.2e-05,0.00687,-1.493,19.6,0.00974
3e-12,0.006,1300.0,1.3e-05,1.4e-05,0.00684,-1.057,20.1,0.0103
3e-12,0.006,1300.0,1.3e-05,1.6e-05,0.00681,-0.874,20.52,0.011
3e-12,0.006,1300.0,1.3e-05,1.8e-05,0.00678,-0.886,20.89,0.0117
3e-12,0.006,1300.0,1.3e-05,2.2e-05,0.00673,-1.331,21.48,0.0123
3e-12,0.006,1300.0,1.3e-05,2.4e-05,0.00671,-1.7,21.71,0.0128
3e-12,0.006,1300.0,1.3e-05,2.6e-05,0.00669,-2.136,21.9,0.0131
3e-12,0.006,1300.0,1.3e-05,2.8e-05,0.00667,-2.622,22.05,0.0134
3e-12,0.006,1300.0,1.3e-05,3e-05,0.00665,-3.143,22.18,0.0138
3e-12,0.006,1300.0,1.4e-05,2e-05,0.00675,-1.113,21.18,0.0122
3e-12,0.006,1300.0,1.4e-05,1e-05,0.0069,-2.242,19.02,0.00922
3e-12,0.006,1300.0,1.4e-05,1.2e-05,0.00687,-1.502,19.59,0.0099
3e-12,0.006,1300.0,1.4e-05,1.4e-05,0.00683,-1.088,20.08,0.0105
3e-12,0.006,1300.0,1.4e-05,1.6e-05,0.00681,-0.921,20.51,0.0111
3e-12,0.006,1300.0,1.4e-05,1.8e-05,0.00678,-0.944,20.87,0.0118
3e-12,0.006,1300.0,1.4e-05,2.2e-05,0.00673,-1.394,21.45,0.0126
3e-12,0.006,1300.0,1.4e-05,2.4e-05,0.0067,-1.761,21.67,0.013
3e-12,0.006,1300.0,1.4e-05,2.6e-05,0.00668,-2.193,21.85,0.0134
3e-12,0.006,1300.0,1.4e-05,2.8e-05,0.00666,-2.673,22.0,0.0137
3e-12,0.006,1300.0,1.4e-05,3e-05,0.00665,-3.188,22.12,0.014
3e-12,0.006,1300.0,1.6e-05,2e-05,0.00675,-1.31,21.18,0.0124
3e-12,0.006,1300.0,1.6e-05,1e-05,0.0069,-2.493,19.13,0.00959
3e-12,0.006,1300.0,1.6e-05,1.2e-05,0.00687,-1.781,19.69,0.0103
3e-12,0.006,1300.0,1.6e-05,1.4e-05,0.00683,-1.37,20.16,0.0111
3e-12,0.006,1300.0,1.6e-05,1.6e-05,0.0068,-1.187,20.56,0.0116
3e-12,0.006,1300.0,1.6e-05,1.8e-05,0.00677,-1.179,20.9,0.0121
3e-12,0.006,1300.0,1.6e-05,2.2e-05,0.00672,-1.547,21.42,0.013
3e-12,0.006,1300.0,1.6e-05,2.4e-05,0.0067,-1.869,21.61,0.0133
3e-12,0.006,1300.0,1.6e-05,2.6e-05,0.00667,-2.256,21.76,0.0139
3e-12,0.006,1300.0,1.6e-05,2.8e-05,0.00665,-2.694,21.88,0.0141
3e-12,0.006,1300.0,1.6e-05,3e-05,0.00663,-3.172,21.98,0.0143
3e-12,0.006,1300.0,1.7e-05,2e-05,0.00674,-1.308,21.18,0.0128
3e-12,0.006,1300.0,1.7e-05,1e-05,0.0069,-2.662,19.21,0.00987
3e-12,0.006,1300.0,1.7e-05,1.2e-05,0.00687,-1.927,19.75,0.0105
3e-12,0.006,1300.0,1.7e-05,1.4e-05,0.00683,-1.485,20.21,0.0111
3e-12,0.006,1300.0,1.7e-05,1.6e-05,0.0068,-1.264,20.59,0.0119
3e-12,0.006,1300.0,1.7e-05,1.8e-05,0.00677,-1.216,20.91,0.0123
3e-12,0.006,1300.0,1.7e-05,2.2e-05,0.00672,-1.514,21.4,0.0133
3e-12,0.006,1300.0,1.7e-05,2.4e-05,0.00669,-1.812,21.58,0.0137
3e-12,0.006,1300.0,1.7e-05,2.6e-05,0.00667,-2.183,21.73,0.014
3e-12,0.006,1300.0,1.7e-05,2.8e-05,0.00665,-2.611,21.84,0.0143
3e-12,0.006,1300.0,1.7e-05,3e-05,0.00663,-3.083,21.93,0.0146
3e-12,0.006,1300.0,1.8e-05,2e-05,0.00674,-1.248,21.17,0.0129
3e-12,0.006,1300.0,1.8e-05,1e-05,0.0069,-2.788,19.27,0.00975
3e-12,0.006,1300.0,1.8e-05,1.2e-05,0.00687,-2.012,19.8,0.0107
3e-12,0.006,1300.0,1.8e-05,1.4e-05,0.00683,-1.522,20.24,0.0114
3e-12,0.006,1300.0,1.8e-05,1.6e-05,0.0068,-1.256,20.61,0.0119
3e-12,0.006,1300.0,1.8e-05,1.8e-05,0.00677,-1.176,20.92,0.0125
3e-12,0.006,1300.0,1.8e-05,2.2e-05,0.00671,-1.443,21.39,0.0135
3e-12,0.006,1300.0,1.8e-05,2.4e-05,0.00669,-1.736,21.57,0.014
3e-12,0.006,1300.0,1.8e-05,2.6e-05,0.00666,-2.105,21.71,0.0142
3e-12,0.006,1300.0,1.8e-05,2.8e-05,0.00664,-2.533,21.82,0.0146
3e-12,0.006,1300.0,1.8e-05,3e-05,0.00662,-3.005,21.9,0.0147
3e-12,0.006,1300.0,1.9e-05,2e-05,0.00674,-1.191,21.18,0.0134
3e-12,0.006,1300.0,1.9e-05,1e-05,0.0069,-2.847,19.31,0.00994
3e-12,0.006,1300.0,1.9e-05,1.2e-05,0.00687,-2.02,19.83,0.0109
3e-12,0.006,1300.0,1.9e-05,1.4e-05,0.00683,-1.492,20.26,0.0113
3e-12,0.006,1300.0,1.9e-05,1.6e-05,0.0068,-1.207,20.62,0.0123
3e-12,0.006,1300.0,1.9e-05,1.8e-05,0.00677,-1.12,20.92,0.0129
3e-12,0.006,1300.0,1.9e-05,2.2e-05,0.00671,-1.387,21.39,0.0139
3e-12,0.006,1300.0,1.9e-05,2.4e-05,0.00668,-1.682,21.57,0.0141
3e-12,0.006,1300.0,1.9e-05,2.6e-05,0.00666,-2.054,21.71,0.0145
3e-12,0.006,1300.0,1.9e-05,2.8e-05,0.00664,-2.485,21.82,0.0147
3e-12,0.006,1300.0,1.9e-05,3e-05,0.00661,-2.96,21.9,0.0151
3e-12,0.006,1300.0,2e-05,2e-05,0.00673,-1.162,21.19,0.0132
3e-12,0.006,1300.0,2e-05,1e-05,0.0069,-2.845,19.33,0.0101
3e-12,0.006,1300.0,2e-05,1.2e-05,0.00686,-1.99,19.84,0.0109
3e-12,0.006,1300.0,2e-05,1.4e-05,0.00683,-1.453,20.27,0.0118
3e-12,0.006,1300.0,2e-05,1.6e-05,0.0068,-1.17,20.63,0.0124
3e-12,0.006,1300.0,2e-05,1.8e-05,0.00676,-1.087,20.94,0.0129
3e-12,0.006,1300.0,2e-05,2.2e-05,0.00671,-1.364,21.41,0.0139
3e-12,0.006,1300.0,2e-05,2.4e-05,0.00668,-1.664,21.58,0.0144
3e-12,0.006,1300.0,2e-05,2.6e-05,0.00665,-2.041,21.72,0.0147
3e-12,0.006,1300.0,2e-05,2.8e-05,0.00663,-2.477,21.83,0.015
3e-12,0.006,1300.0,2e-05,3e-05,0.00661,-2.957,21.92,0.0153
3e-12,0.006,1700.0,1.5e-05,2e-05,0.0062,-1.211,21.03,0.0123
3e-12,0.006,1700.0,1.5e-05,1e-05,0.0064,-2.301,18.86,0.00951
3e-12,0.006,1700.0,1.5e-05,1.2e-05,0.00635,-1.601,19.44,0.01
3e-12,0.006,1700.0,1.5e-05,1.4e-05,0.00631,-1.206,19.94,0.0105
3e-12,0.006,1700.0,1.5e-05,1.6e-05,0.00627,-1.043,20.36,0.0111
3e-12,0.006,1700.0,1.5e-05,1.8e-05,0.00623,-1.057,20.73,0.0116
