C,R,WN,ConversionGain,NoiseFigure,VoltageSwing
1.5e-11,9000.0,1.8e-05,-8.41,7.12,0.00335
1.5e-11,9000.0,1.85e-05,-8.29,6.984,0.0034
1.5e-11,9000.0,1.9e-05,-8.2,6.852,0.00344
1.5e-11,9000.0,1.95e-05,-8.11,6.74,0.00348
1.5e-11,9000.0,2e-05,-8.03,6.647,0.00352
1.5e-11,9000.0,2.05e-05,-7.94,6.564,0.00355
1.5e-11,9000.0,2.1e-05,-7.85,6.486,0.00358
1.5e-11,9000.0,2.15e-05,-7.77,6.412,0.00362
1.5e-11,9000.0,2.2e-05,-7.68,6.34,0.00365
1.5e-11,9000.0,2.25e-05,-7.59,6.27,0.00367
1.5e-11,9000.0,2.3e-05,-7.51,6.205,0.0037
1.5e-11,9000.0,2.35e-05,-7.42,6.144,0.00372
1.5e-11,9000.0,2.4e-05,-7.34,6.087,0.00374
1.5e-11,9000.0,2.45e-05,-7.26,6.022,0.00376
1.5e-11,9000.0,2.5e-05,-7.18,5.976,0.00377
1.5e-11,9000.0,2.55e-05,-7.1,5.938,0.00379
1.5e-11,9000.0,2.6e-05,-7.03,5.906,0.0038
1.5e-11,9000.0,2.65e-05,-6.96,5.882,0.0038
1.5e-11,9000.0,2.7e-05,-6.89,5.865,0.00381
1.5e-11,9000.0,2.75e-05,-6.82,5.858,0.00381
1.5e-11,9000.0,2.8e-05,-6.77,5.859,0.00382
1.5e-11,9000.0,2.85e-05,-6.72,5.867,0.00382
1.5e-11,9000.0,2.9e-05,-6.69,5.879,0.00382
1.5e-11,9000.0,2.95e-05,-6.67,5.891,0.00381
1.5e-11,10000.0,1e-05,-10.28,8.463,0.0024
1.5e-11,10000.0,5e-06,-11.51,8.884,0.00155
1.5e-11,10000.0,5.5e-06,-11.2,8.743,0.00165
1.5e-11,10000.0,6e-06,-10.94,8.618,0.00174
1.5e-11,10000.0,6.5e-06,-10.73,8.517,0.00183
1.5e-11,10000.0,7e-06,-10.59,8.461,0.00192
1.5e-11,10000.0,7.5e-06,-10.48,8.422,0.00201
1.5e-11,10000.0,8e-06,-10.43,8.426,0.00209
1.5e-11,10000.0,8.5e-06,-10.41,8.445,0.00217
1.5e-11,10000.0,9e-06,-10.39,8.465,0.00225
1.5e-11,10000.0,9.5e-06,-10.36,8.476,0.00233
1.5e-11,10000.0,1.05e-05,-10.11,8.407,0.00247
1.5e-11,10000.0,1.1e-05,-9.9,8.31,0.00255
1.5e-11,10000.0,1.15e-05,-9.74,8.176,0.00262
1.5e-11,10000.0,1.2e-05,-9.59,8.027,0.00269
1.5e-11,10000.0,1.25e-05,-9.5,7.911,0.00275
1.5e-11,10000.0,1.3e-05,-9.48,7.885,0.00282
1.5e-11,10000.0,1.35e-05,-9.48,7.885,0.00288
1.5e-11,10000.0,1.4e-05,-9.48,7.874,0.00294
1.5e-11,10000.0,1.45e-05,-9.44,7.836,0.003
1.5e-11,10000.0,1.5e-05,-9.37,7.772,0.00305
1.5e-11,10000.0,1.55e-05,-9.29,7.686,0.00311
1.5e-11,10000.0,1.6e-05,-9.18,7.591,0.00316
1.5e-11,10000.0,1.65e-05,-9.03,7.491,0.00321
1.5e-11,10000.0,1.7e-05,-8.81,7.377,0.00326
1.5e-11,10000.0,1.75e-05,-8.58,7.235,0.00331
1.5e-11,10000.0,1.8e-05,-8.4,7.113,0.00335
1.5e-11,10000.0,1.85e-05,-8.28,6.978,0.0034
1.5e-11,10000.0,1.9e-05,-8.19,6.845,0.00344
1.5e-11,10000.0,1.95e-05,-8.11,6.734,0.00348
1.5e-11,10000.0,2e-05,-8.02,6.641,0.00352
1.5e-11,10000.0,2.05e-05,-7.94,6.558,0.00355
1.5e-11,10000.0,2.1e-05,-7.85,6.48,0.00359
1.5e-11,10000.0,2.15e-05,-7.76,6.406,0.00362
1.5e-11,10000.0,2.2e-05,-7.68,6.333,0.00365
1.5e-11,10000.0,2.25e-05,-7.59,6.264,0.00367
1.5e-11,10000.0,2.3e-05,-7.5,6.199,0.0037
1.5e-11,10000.0,2.35e-05,-7.42,6.138,0.00372
1.5e-11,10000.0,2.4e-05,-7.33,6.081,0.00374
1.5e-11,10000.0,2.45e-05,-7.25,6.016,0.00376
1.5e-11,10000.0,2.5e-05,-7.17,5.97,0.00377
1.5e-11,10000.0,2.55e-05,-7.1,5.932,0.00379
1.5e-11,10000.0,2.6e-05,-7.02,5.9,0.0038
1.5e-11,10000.0,2.65e-05,-6.95,5.876,0.0038
1.5e-11,10000.0,2.7e-05,-6.88,5.859,0.00381
1.5e-11,10000.0,2.75e-05,-6.82,5.852,0.00382
1.5e-11,10000.0,2.8e-05,-6.76,5.854,0.00382
1.5e-11,10000.0,2.85e-05,-6.72,5.862,0.00382
1.5e-11,10000.0,2.9e-05,-6.68,5.873,0.00382
1.5e-11,10000.0,2.95e-05,-6.66,5.886,0.00381
1.5e-11,11000.0,1e-05,-10.28,8.457,0.0024
1.5e-11,11000.0,5e-06,-11.5,8.874,0.00155
1.5e-11,11000.0,5.5e-06,-11.19,8.733,0.00165
1.5e-11,11000.0,6e-06,-10.93,8.609,0.00174
1.5e-11,11000.0,6.5e-06,-10.72,8.508,0.00183
1.5e-11,11000.0,7e-06,-10.58,8.452,0.00192
1.5e-11,11000.0,7.5e-06,-10.48,8.414,0.00201
1.5e-11,11000.0,8e-06,-10.43,8.418,0.00209
1.5e-11,11000.0,8.5e-06,-10.4,8.437,0.00217
1.5e-11,11000.0,9e-06,-10.38,8.458,0.00225
1.5e-11,11000.0,9.5e-06,-10.36,8.469,0.00233
1.5e-11,11000.0,1.05e-05,-10.1,8.4,0.00248
1.5e-11,11000.0,1.1e-05,-9.9,8.304,0.00255
1.5e-11,11000.0,1.15e-05,-9.73,8.17,0.00262
1.5e-11,11000.0,1.2e-05,-9.59,8.021,0.00269
1.5e-11,11000.0,1.25e-05,-9.49,7.906,0.00275
1.5e-11,11000.0,1.3e-05,-9.48,7.88,0.00282
1.5e-11,11000.0,1.35e-05,-9.48,7.879,0.00288
1.5e-11,11000.0,1.4e-05,-9.47,7.868,0.00294
1.5e-11,11000.0,1.45e-05,-9.43,7.83,0.003
1.5e-11,11000.0,1.5e-05,-9.37,7.766,0.00305
1.5e-11,11000.0,1.55e-05,-9.29,7.68,0.00311
1.5e-11,11000.0,1.6e-05,-9.17,7.585,0.00316
1.5e-11,11000.0,1.65e-05,-9.02,7.486,0.00321
1.5e-11,11000.0,1.7e-05,-8.81,7.372,0.00326
1.5e-11,11000.0,1.75e-05,-8.57,7.23,0.00331
1.5e-11,11000.0,1.8e-05,-8.4,7.108,0.00335
1.5e-11,11000.0,1.85e-05,-8.28,6.973,0.0034
1.5e-11,11000.0,1.9e-05,-8.19,6.84,0.00344
1.5e-11,11000.0,1.95e-05,-8.1,6.729,0.00348
1.5e-11,11000.0,2e-05,-8.02,6.636,0.00352
1.5e-11,11000.0,2.05e-05,-7.93,6.553,0.00355
1.5e-11,11000.0,2.1e-05,-7.85,6.475,0.00359
1.5e-11,11000.0,2.15e-05,-7.76,6.401,0.00362
1.5e-11,11000.0,2.2e-05,-7.67,6.328,0.00365
1.5e-11,11000.0,2.25e-05,-7.58,6.259,0.00367
1.5e-11,11000.0,2.3e-05,-7.5,6.194,0.0037
1.5e-11,11000.0,2.35e-05,-7.41,6.133,0.00372
1.5e-11,11000.0,2.4e-05,-7.33,6.076,0.00374
1.5e-11,11000.0,2.45e-05,-7.25,6.011,0.00376
1.5e-11,11000.0,2.5e-05,-7.17,5.965,0.00377
1.5e-11,11000.0,2.55e-05,-7.09,5.927,0.00379
1.5e-11,11000.0,2.6e-05,-7.02,5.896,0.0038
1.5e-11,11000.0,2.65e-05,-6.95,5.871,0.00381
1.5e-11,11000.0,2.7e-05,-6.88,5.854,0.00381
1.5e-11,11000.0,2.75e-05,-6.82,5.847,0.00382
1.5e-11,11000.0,2.8e-05,-6.76,5.849,0.00382
1.5e-11,11000.0,2.85e-05,-6.72,5.857,0.00382
1.5e-11,11000.0,2.9e-05,-6.68,5.869,0.00382
1.5e-11,11000.0,2.95e-05,-6.66,5.881,0.00382
1.5e-11,12000.0,1e-05,-10.28,8.451,0.0024
1.5e-11,12000.0,5e-06,-11.5,8.865,0.00155
1.5e-11,12000.0,5.5e-06,-11.19,8.725,0.00165
1.5e-11,12000.0,6e-06,-10.93,8.602,0.00174
1.5e-11,12000.0,6.5e-06,-10.72,8.501,0.00183
1.5e-11,12000.0,7e-06,-10.58,8.446,0.00192
1.5e-11,12000.0,7.5e-06,-10.48,8.408,0.00201
1.5e-11,12000.0,8e-06,-10.43,8.412,0.00209
1.5e-11,12000.0,8.5e-06,-10.4,8.431,0.00217
1.5e-11,12000.0,9e-06,-10.38,8.452,0.00225
1.5e-11,12000.0,9.5e-06,-10.35,8.463,0.00233
1.5e-11,12000.0,1.05e-05,-10.1,8.395,0.00248
1.5e-11,12000.0,1.1e-05,-9.9,8.298,0.00255
1.5e-11,12000.0,1.15e-05,-9.73,8.165,0.00262
1.5e-11,12000.0,1.2e-05,-9.59,8.016,0.00269
1.5e-11,12000.0,1.25e-05,-9.49,7.901,0.00275
1.5e-11,12000.0,1.3e-05,-9.47,7.875,0.00282
1.5e-11,12000.0,1.35e-05,-9.48,7.875,0.00288
1.5e-11,12000.0,1.4e-05,-9.47,7.863,0.00294
1.5e-11,12000.0,1.45e-05,-9.43,7.826,0.003
1.5e-11,12000.0,1.5e-05,-9.37,7.762,0.00305
1.5e-11,12000.0,1.55e-05,-9.29,7.676,0.00311
1.5e-11,12000.0,1.6e-05,-9.17,7.581,0.00316
1.5e-11,12000.0,1.65e-05,-9.02,7.482,0.00321
1.5e-11,12000.0,1.7e-05,-8.81,7.368,0.00326
1.5e-11,12000.0,1.75e-05,-8.57,7.225,0.00331
1.5e-11,12000.0,1.8e-05,-8.4,7.104,0.00335
1.5e-11,12000.0,1.85e-05,-8.28,6.969,0.0034
1.5e-11,12000.0,1.9e-05,-8.19,6.836,0.00344
1.5e-11,12000.0,1.95e-05,-8.1,6.724,0.00348
1.5e-11,12000.0,2e-05,-8.02,6.631,0.00352
1.5e-11,12000.0,2.05e-05,-7.93,6.548,0.00355
1.5e-11,12000.0,2.1e-05,-7.84,6.471,0.00359
1.5e-11,12000.0,2.15e-05,-7.76,6.397,0.00362
1.5e-11,12000.0,2.2e-05,-7.67,6.324,0.00365
1.5e-11,12000.0,2.25e-05,-7.58,6.255,0.00367
1.5e-11,12000.0,2.3e-05,-7.5,6.19,0.0037
1.5e-11,12000.0,2.35e-05,-7.41,6.129,0.00372
1.5e-11,12000.0,2.4e-05,-7.33,6.072,0.00374
1.5e-11,12000.0,2.45e-05,-7.25,6.007,0.00376
1.5e-11,12000.0,2.5e-05,-7.17,5.961,0.00378
1.5e-11,12000.0,2.55e-05,-7.09,5.923,0.00379
1.5e-11,12000.0,2.6e-05,-7.02,5.891,0.0038
1.5e-11,12000.0,2.65e-05,-6.95,5.867,0.00381
1.5e-11,12000.0,2.7e-05,-6.88,5.85,0.00381
1.5e-11,12000.0,2.75e-05,-6.81,5.843,0.00382
1.5e-11,12000.0,2.8e-05,-6.76,5.845,0.00382
1.5e-11,12000.0,2.85e-05,-6.71,5.853,0.00382
1.5e-11,12000.0,2.9e-05,-6.68,5.865,0.00382
1.5e-11,12000.0,2.95e-05,-6.66,5.877,0.00382
1.5e-11,13000.0,1e-05,-10.27,8.447,0.0024
1.5e-11,13000.0,5e-06,-11.5,8.858,0.00155
1.5e-11,13000.0,5.5e-06,-11.19,8.718,0.00165
1.5e-11,13000.0,6e-06,-10.93,8.595,0.00174
1.5e-11,13000.0,6.5e-06,-10.72,8.495,0.00183
1.5e-11,13000.0,7e-06,-10.58,8.44,0.00192
1.5e-11,13000.0,7.5e-06,-10.47,8.402,0.00201
1.5e-11,13000.0,8e-06,-10.42,8.406,0.00209
1.5e-11,13000.0,8.5e-06,-10.4,8.426,0.00217
1.5e-11,13000.0,9e-06,-10.38,8.447,0.00225
1.5e-11,13000.0,9.5e-06,-10.35,8.458,0.00233
1.5e-11,13000.0,1.05e-05,-10.1,8.39,0.00248
1.5e-11,13000.0,1.1e-05,-9.89,8.294,0.00255
1.5e-11,13000.0,1.15e-05,-9.73,8.16,0.00262
1.5e-11,13000.0,1.2e-05,-9.58,8.012,0.00269
1.5e-11,13000.0,1.25e-05,-9.49,7.896,0.00275
1.5e-11,13000.0,1.3e-05,-9.47,7.871,0.00282
1.5e-11,13000.0,1.35e-05,-9.48,7.871,0.00288
1.5e-11,13000.0,1.4e-05,-9.47,7.859,0.00294
1.5e-11,13000.0,1.45e-05,-9.43,7.822,0.003
1.5e-11,13000.0,1.5e-05,-9.36,7.758,0.00306
1.5e-11,13000.0,1.55e-05,-9.28,7.672,0.00311
1.5e-11,13000.0,1.6e-05,-9.17,7.577,0.00316
1.5e-11,13000.0,1.65e-05,-9.02,7.478,0.00321
1.5e-11,13000.0,1.7e-05,-8.8,7.364,0.00326
1.5e-11,13000.0,1.75e-05,-8.57,7.222,0.00331
1.5e-11,13000.0,1.8e-05,-8.4,7.1,0.00335
1.5e-11,13000.0,1.85e-05,-8.28,6.965,0.0034
1.5e-11,13000.0,1.9e-05,-8.18,6.832,0.00344
1.5e-11,13000.0,1.95e-05,-8.1,6.721,0.00348
1.5e-11,13000.0,2e-05,-8.01,6.628,0.00352
1.5e-11,13000.0,2.05e-05,-7.93,6.545,0.00355
1.5e-11,13000.0,2.1e-05,-7.84,6.467,0.00359
1.5e-11,13000.0,2.15e-05,-7.75,6.393,0.00362
1.5e-11,13000.0,2.2e-05,-7.67,6.321,0.00365
1.5e-11,13000.0,2.25e-05,-7.58,6.252,0.00368
1.5e-11,13000.0,2.3e-05,-7.49,6.186,0.0037
1.5e-11,13000.0,2.35e-05,-7.41,6.125,0.00372
1.5e-11,13000.0,2.4e-05,-7.33,6.068,0.00374
1.5e-11,13000.0,2.45e-05,-7.24,6.003,0.00376
1.5e-11,13000.0,2.5e-05,-7.16,5.958,0.00378
1.5e-11,13000.0,2.55e-05,-7.09,5.919,0.00379
1.5e-11,13000.0,2.6e-05,-7.01,5.888,0.0038
1.5e-11,13000.0,2.65e-05,-6.94,5.863,0.00381
1.5e-11,13000.0,2.7e-05,-6.87,5.847,0.00381
1.5e-11,13000.0,2.75e-05,-6.81,5.84,0.00382
1.5e-11,13000.0,2.8e-05,-6.75,5.842,0.00382
1.5e-11,13000.0,2.85e-05,-6.71,5.85,0.00382
1.5e-11,13000.0,2.9e-05,-6.68,5.861,0.00382
1.5e-11,13000.0,2.95e-05,-6.65,5.874,0.00382
1.5e-11,14000.0,1e-05,-10.27,8.442,0.0024
1.5e-11,14000.0,5e-06,-11.49,8.851,0.00155
1.5e-11,14000.0,5.5e-06,-11.18,8.712,0.00165
1.5e-11,14000.0,6e-06,-10.93,8.59,0.00174
1.5e-11,14000.0,6.5e-06,-10.72,8.49,0.00183
1.5e-11,14000.0,7e-06,-10.58,8.435,0.00192
1.5e-11,14000.0,7.5e-06,-10.47,8.397,0.00201
1.5e-11,14000.0,8e-06,-10.42,8.402,0.00209
1.5e-11,14000.0,8.5e-06,-10.39,8.422,0.00217
1.5e-11,14000.0,9e-06,-10.37,8.443,0.00225
1.5e-11,14000.0,9.5e-06,-10.35,8.454,0.00233
1.5e-11,14000.0,1.05e-05,-10.1,8.386,0.00248
1.5e-11,14000.0,1.1e-05,-9.89,8.29,0.00255
1.5e-11,14000.0,1.15e-05,-9.73,8.157,0.00262
1.5e-11,14000.0,1.2e-05,-9.58,8.009,0.00269
1.5e-11,14000.0,1.25e-05,-9.49,7.893,0.00275
1.5e-11,14000.0,1.3e-05,-9.47,7.867,0.00282
1.5e-11,14000.0,1.35e-05,-9.47,7.867,0.00288
1.5e-11,14000.0,1.4e-05,-9.46,7.856,0.00294
1.5e-11,14000.0,1.45e-05,-9.43,7.818,0.003
1.5e-11,14000.0,1.5e-05,-9.36,7.755,0.00306
1.5e-11,14000.0,1.55e-05,-9.28,7.669,0.00311
1.5e-11,14000.0,1.6e-05,-9.17,7.574,0.00316
1.5e-11,14000.0,1.65e-05,-9.01,7.475,0.00321
1.5e-11,14000.0,1.7e-05,-8.8,7.361,0.00326
1.5e-11,14000.0,1.75e-05,-8.57,7.219,0.00331
1.5e-11,14000.0,1.8e-05,-8.39,7.097,0.00335
1.5e-11,14000.0,1.85e-05,-8.27,6.962,0.0034
1.5e-11,14000.0,1.9e-05,-8.18,6.829,0.00344
1.5e-11,14000.0,1.95e-05,-8.1,6.718,0.00348
1.5e-11,14000.0,2e-05,-8.01,6.625,0.00352
1.5e-11,14000.0,2.05e-05,-7.93,6.542,0.00355
1.5e-11,14000.0,2.1e-05,-7.84,6.464,0.00359
1.5e-11,14000.0,2.15e-05,-7.75,6.39,0.00362
1.5e-11,14000.0,2.2e-05,-7.67,6.318,0.00365
1.5e-11,14000.0,2.25e-05,-7.58,6.249,0.00367
1.5e-11,14000.0,2.3e-05,-7.49,6.183,0.0037
1.5e-11,14000.0,2.35e-05,-7.41,6.122,0.00372
1.5e-11,14000.0,2.4e-05,-7.32,6.065,0.00374
1.5e-11,14000.0,2.45e-05,-7.24,6.0,0.00376
1.5e-11,14000.0,2.5e-05,-7.16,5.955,0.00378
1.5e-11,14000.0,2.55e-05,-7.09,5.916,0.00379
1.5e-11,14000.0,2.6e-05,-7.01,5.885,0.0038
1.5e-11,14000.0,2.65e-05,-6.94,5.86,0.00381
1.5e-11,14000.0,2.7e-05,-6.87,5.844,0.00381
1.5e-11,14000.0,2.75e-05,-6.81,5.837,0.00382
1.5e-11,14000.0,2.8e-05,-6.75,5.839,0.00382
1.5e-11,14000.0,2.85e-05,-6.71,5.847,0.00382
1.5e-11,14000.0,2.9e-05,-6.67,5.859,0.00382
1.5e-11,14000.0,2.95e-05,-6.65,5.871,0.00382
1.5e-11,15000.0,1e-05,-10.27,8.439,0.0024
1.5e-11,15000.0,5e-06,-11.49,8.846,0.00155
1.5e-11,15000.0,5.5e-06,-11.18,8.707,0.00165
1.5e-11,15000.0,6e-06,-10.92,8.585,0.00174
1.5e-11,15000.0,6.5e-06,-10.71,8.485,0.00183
1.5e-11,15000.0,7e-06,-10.57,8.43,0.00192
1.5e-11,15000.0,7.5e-06,-10.47,8.393,0.00201
1.5e-11,15000.0,8e-06,-10.42,8.398,0.00209
1.5e-11,15000.0,8.5e-06,-10.39,8.418,0.00217
1.5e-11,15000.0,9e-06,-10.37,8.439,0.00225
1.5e-11,15000.0,9.5e-06,-10.35,8.451,0.00233
1.5e-11,15000.0,1.05e-05,-10.09,8.383,0.00248
1.5e-11,15000.0,1.1e-05,-9.89,8.287,0.00255
1.5e-11,15000.0,1.15e-05,-9.72,8.153,0.00262
1.5e-11,15000.0,1.2e-05,-9.58,8.005,0.00269
1.5e-11,15000.0,1.25e-05,-9.48,7.89,0.00275
1.5e-11,15000.0,1.3e-05,-9.47,7.864,0.00282
1.5e-11,15000.0,1.35e-05,-9.47,7.864,0.00288
1.5e-11,15000.0,1.4e-05,-9.46,7.853,0.00294
1.5e-11,15000.0,1.45e-05,-9.43,7.815,0.003
1.5e-11,15000.0,1.5e-05,-9.36,7.752,0.00306
1.5e-11,15000.0,1.55e-05,-9.28,7.666,0.00311
1.5e-11,15000.0,1.6e-05,-9.17,7.571,0.00316
1.5e-11,15000.0,1.65e-05,-9.01,7.472,0.00321
1.5e-11,15000.0,1.7e-05,-8.8,7.358,0.00326
1.5e-11,15000.0,1.75e-05,-8.56,7.216,0.00331
1.5e-11,15000.0,1.8e-05,-8.39,7.095,0.00335
1.5e-11,15000.0,1.85e-05,-8.27,6.959,0.0034
1.5e-11,15000.0,1.9e-05,-8.18,6.826,0.00344
1.5e-11,15000.0,1.95e-05,-8.09,6.715,0.00348
1.5e-11,15000.0,2e-05,-8.01,6.622,0.00352
1.5e-11,15000.0,2.05e-05,-7.93,6.539,0.00355
1.5e-11,15000.0,2.1e-05,-7.84,6.461,0.00359
1.5e-11,15000.0,2.15e-05,-7.75,6.388,0.00362
1.5e-11,15000.0,2.2e-05,-7.66,6.315,0.00365
1.5e-11,15000.0,2.25e-05,-7.58,6.246,0.00368
1.5e-11,15000.0,2.3e-05,-7.49,6.181,0.0037
1.5e-11,15000.0,2.35e-05,-7.4,6.12,0.00372
1.5e-11,15000.0,2.4e-05,-7.32,6.063,0.00374
1.5e-11,15000.0,2.45e-05,-7.24,5.997,0.00376
1.5e-11,15000.0,2.5e-05,-7.16,5.952,0.00378
1.5e-11,15000.0,2.55e-05,-7.08,5.914,0.00379
1.5e-11,15000.0,2.6e-05,-7.01,5.882,0.0038
1.5e-11,15000.0,2.65e-05,-6.94,5.858,0.00381
1.5e-11,15000.0,2.7e-05,-6.87,5.841,0.00381
1.5e-11,15000.0,2.75e-05,-6.81,5.834,0.00382
1.5e-11,15000.0,2.8e-05,-6.75,5.836,0.00382
1.5e-11,15000.0,2.85e-05,-6.71,5.844,0.00382
1.5e-11,15000.0,2.9e-05,-6.67,5.856,0.00382
1.5e-11,15000.0,2.95e-05,-6.65,5.869,0.00382
1.5e-11,16000.0,1e-05,-10.27,8.436,0.0024
1.5e-11,16000.0,5e-06,-11.49,8.841,0.00155
1.5e-11,16000.0,5.5e-06,-11.18,8.702,0.00165
1.5e-11,16000.0,6e-06,-10.92,8.581,0.00174
1.5e-11,16000.0,6.5e-06,-10.71,8.481,0.00183
1.5e-11,16000.0,7e-06,-10.57,8.427,0.00192
1.5e-11,16000.0,7.5e-06,-10.47,8.39,0.00201
1.5e-11,16000.0,8e-06,-10.42,8.394,0.00209
1.5e-11,16000.0,8.5e-06,-10.39,8.414,0.00217
1.5e-11,16000.0,9e-06,-10.37,8.436,0.00225
1.5e-11,16000.0,9.5e-06,-10.35,8.447,0.00233
1.5e-11,16000.0,1.05e-05,-10.09,8.38,0.00248
1.5e-11,16000.0,1.1e-05,-9.89,8.284,0.00255
1.5e-11,16000.0,1.15e-05,-9.72,8.15,0.00262
1.5e-11,16000.0,1.2e-05,-9.58,8.003,0.00269
1.5e-11,16000.0,1.25e-05,-9.48,7.887,0.00275
1.5e-11,16000.0,1.3e-05,-9.47,7.861,0.00282
1.5e-11,16000.0,1.35e-05,-9.47,7.861,0.00288
1.5e-11,16000.0,1.4e-05,-9.46,7.85,0.00294
1.5e-11,16000.0,1.45e-05,-9.42,7.813,0.003
1.5e-11,16000.0,1.5e-05,-9.36,7.749,0.00306
1.5e-11,16000.0,1.55e-05,-9.28,7.663,0.00311
1.5e-11,16000.0,1.6e-05,-9.16,7.569,0.00316
1.5e-11,16000.0,1.65e-05,-9.01,7.469,0.00321
1.5e-11,16000.0,1.7e-05,-8.8,7.356,0.00326
1.5e-11,16000.0,1.75e-05,-8.56,7.214,0.00331
1.5e-11,16000.0,1.8e-05,-8.39,7.092,0.00335
1.5e-11,16000.0,1.85e-05,-8.27,6.957,0.0034
1.5e-11,16000.0,1.9e-05,-8.18,6.824,0.00344
1.5e-11,16000.0,1.95e-05,-8.09,6.713,0.00348
1.5e-11,16000.0,2e-05,-8.01,6.62,0.00352
1.5e-11,16000.0,2.05e-05,-7.92,6.537,0.00355
1.5e-11,16000.0,2.1e-05,-7.84,6.459,0.00359
1.5e-11,16000.0,2.15e-05,-7.75,6.385,0.00362
1.5e-11,16000.0,2.2e-05,-7.66,6.313,0.00365
1.5e-11,16000.0,2.25e-05,-7.57,6.244,0.00368
1.5e-11,16000.0,2.3e-05,-7.49,6.179,0.0037
1.5e-11,16000.0,2.35e-05,-7.4,6.117,0.00372
1.5e-11,16000.0,2.4e-05,-7.32,6.06,0.00374
1.5e-11,16000.0,2.45e-05,-7.24,5.995,0.00376
1.5e-11,16000.0,2.5e-05,-7.16,5.95,0.00378
1.5e-11,16000.0,2.55e-05,-7.08,5.912,0.00379
1.5e-11,16000.0,2.6e-05,-7.01,5.88,0.0038
1.5e-11,16000.0,2.65e-05,-6.94,5.856,0.00381
1.5e-11,16000.0,2.7e-05,-6.87,5.839,0.00381
1.5e-11,16000.0,2.75e-05,-6.81,5.832,0.00382
1.5e-11,16000.0,2.8e-05,-6.75,5.834,0.00382
1.5e-11,16000.0,2.85e-05,-6.7,5.842,0.00382
1.5e-11,16000.0,2.9e-05,-6.67,5.854,0.00382
1.5e-11,16000.0,2.95e-05,-6.65,5.867,0.00382
1.5e-11,17000.0,1e-05,-10.27,8.433,0.0024
1.5e-11,17000.0,5e-06,-11.49,8.837,0.00155
1.5e-11,17000.0,5.5e-06,-11.18,8.699,0.00165
1.5e-11,17000.0,6e-06,-10.92,8.577,0.00174
1.5e-11,17000.0,6.5e-06,-10.71,8.478,0.00183
1.5e-11,17000.0,7e-06,-10.57,8.423,0.00192
1.5e-11,17000.0,7.5e-06,-10.47,8.386,0.00201
1.5e-11,17000.0,8e-06,-10.42,8.391,0.00209
1.5e-11,17000.0,8.5e-06,-10.39,8.411,0.00217
1.5e-11,17000.0,9e-06,-10.37,8.433,0.00225
1.5e-11,17000.0,9.5e-06,-10.34,8.445,0.00233
1.5e-11,17000.0,1.05e-05,-10.09,8.378,0.00248
1.5e-11,17000.0,1.1e-05,-9.89,8.282,0.00255
1.5e-11,17000.0,1.15e-05,-9.72,8.148,0.00262
1.5e-11,17000.0,1.2e-05,-9.58,8.0,0.00269
1.5e-11,17000.0,1.25e-05,-9.48,7.885,0.00275
1.5e-11,17000.0,1.3e-05,-9.46,7.859,0.00282
1.5e-11,17000.0,1.35e-05,-9.47,7.859,0.00288
1.5e-11,17000.0,1.4e-05,-9.46,7.848,0.00294
1.5e-11,17000.0,1.45e-05,-9.42,7.811,0.003
1.5e-11,17000.0,1.5e-05,-9.36,7.747,0.00306
1.5e-11,17000.0,1.55e-05,-9.28,7.661,0.00311
1.5e-11,17000.0,1.6e-05,-9.16,7.566,0.00316
1.5e-11,17000.0,1.65e-05,-9.01,7.467,0.00321
1.5e-11,17000.0,1.7e-05,-8.8,7.353,0.00326
1.5e-11,17000.0,1.75e-05,-8.56,7.211,0.00331
1.5e-11,17000.0,1.8e-05,-8.39,7.09,0.00335
1.5e-11,17000.0,1.85e-05,-8.27,6.955,0.0034
1.5e-11,17000.0,1.9e-05,-8.18,6.822,0.00344
1.5e-11,17000.0,1.95e-05,-8.09,6.711,0.00348
1.5e-11,17000.0,2e-05,-8.01,6.618,0.00352
1.5e-11,17000.0,2.05e-05,-7.92,6.535,0.00355
1.5e-11,17000.0,2.1e-05,-7.83,6.457,0.00359
1.5e-11,17000.0,2.15e-05,-7.75,6.383,0.00362
1.5e-11,17000.0,2.2e-05,-7.66,6.311,0.00365
1.5e-11,17000.0,2.25e-05,-7.57,6.242,0.00368
1.5e-11,17000.0,2.3e-05,-7.49,6.177,0.0037
1.5e-11,17000.0,2.35e-05,-7.4,6.115,0.00372
1.5e-11,17000.0,2.4e-05,-7.32,6.058,0.00374
1.5e-11,17000.0,2.45e-05,-7.24,5.993,0.00376
1.5e-11,17000.0,2.5e-05,-7.16,5.948,0.00378
1.5e-11,17000.0,2.55e-05,-7.08,5.91,0.00379
1.5e-11,17000.0,2.6e-05,-7.01,5.878,0.0038
1.5e-11,17000.0,2.65e-05,-6.94,5.854,0.00381
1.5e-11,17000.0,2.7e-05,-6.87,5.837,0.00381
1.5e-11,17000.0,2.75e-05,-6.8,5.83,0.00382
1.5e-11,17000.0,2.8e-05,-6.75,5.832,0.00382
1.5e-11,17000.0,2.85e-05,-6.7,5.84,0.00382
1.5e-11,17000.0,2.9e-05,-6.67,5.852,0.00382
1.5e-11,17000.0,2.95e-05,-6.65,5.865,0.00382
1.5e-11,18000.0,1e-05,-10.27,8.431,0.0024
1.5e-11,18000.0,5e-06,-11.49,8.833,0.00155
1.5e-11,18000.0,5.5e-06,-11.18,8.695,0.00165
