C,R,WN1_RF,WN2_LO,DCPowerConsumption,ConversionGain,NoiseFigure,VoltageSwing
5e-12,5000.0,2.5e-05,2.1e-05,0.0106,-5.47,10.39,0.0017
5e-12,5000.0,2.5e-05,2.2e-05,0.0106,-5.547,10.41,0.00169
5e-12,5000.0,2.5e-05,2.3e-05,0.0105,-5.625,10.45,0.00167
5e-12,5000.0,2.5e-05,2.4e-05,0.0105,-5.701,10.48,0.00166
5e-12,5000.0,2.5e-05,2.5e-05,0.0104,-5.773,10.52,0.00165
5e-12,5000.0,2.6e-05,6e-06,0.0129,-5.869,12.26,0.00162
5e-12,5000.0,2.6e-05,5e-06,0.0132,-6.361,13.25,0.00153
5e-12,5000.0,2.6e-05,7e-06,0.0126,-5.696,11.65,0.00168
5e-12,5000.0,2.6e-05,8e-06,0.0123,-5.566,11.23,0.00171
5e-12,5000.0,2.6e-05,9e-06,0.0121,-5.385,10.95,0.00173
5e-12,5000.0,2.6e-05,1e-05,0.0118,-5.258,10.79,0.00174
5e-12,5000.0,2.6e-05,1.1e-05,0.0117,-5.264,10.69,0.00174
5e-12,5000.0,2.6e-05,1.2e-05,0.0115,-5.343,10.6,0.00174
5e-12,5000.0,2.6e-05,1.3e-05,0.0113,-5.425,10.55,0.00174
5e-12,5000.0,2.6e-05,1.4e-05,0.0112,-5.482,10.51,0.00173
5e-12,5000.0,2.6e-05,1.5e-05,0.0111,-5.509,10.49,0.00172
5e-12,5000.0,2.6e-05,1.6e-05,0.011,-5.519,10.49,0.00171
5e-12,5000.0,2.6e-05,1.7e-05,0.0109,-5.53,10.49,0.0017
5e-12,5000.0,2.6e-05,1.8e-05,0.0108,-5.553,10.5,0.00169
5e-12,5000.0,2.6e-05,1.9e-05,0.0107,-5.594,10.51,0.00168
5e-12,5000.0,2.6e-05,2e-05,0.0106,-5.651,10.53,0.00167
5e-12,5000.0,2.6e-05,2.1e-05,0.0106,-5.72,10.56,0.00165
5e-12,5000.0,2.6e-05,2.2e-05,0.0105,-5.795,10.58,0.00164
5e-12,5000.0,2.6e-05,2.3e-05,0.0104,-5.87,10.62,0.00163
5e-12,5000.0,2.6e-05,2.4e-05,0.0104,-5.944,10.65,0.00162
5e-12,5000.0,2.6e-05,2.5e-05,0.0103,-6.015,10.69,0.0016
5e-12,5000.0,2.7e-05,6e-06,0.0128,-6.182,12.54,0.00157
5e-12,5000.0,2.7e-05,5e-06,0.0132,-6.684,13.56,0.00148
5e-12,5000.0,2.7e-05,7e-06,0.0125,-6.001,11.9,0.00162
5e-12,5000.0,2.7e-05,8e-06,0.0123,-5.863,11.46,0.00165
5e-12,5000.0,2.7e-05,9e-06,0.012,-5.676,11.17,0.00167
5e-12,5000.0,2.7e-05,1e-05,0.0118,-5.547,11.0,0.00168
5e-12,5000.0,2.7e-05,1.1e-05,0.0116,-5.549,10.89,0.00169
5e-12,5000.0,2.7e-05,1.2e-05,0.0114,-5.624,10.8,0.00169
5e-12,5000.0,2.7e-05,1.3e-05,0.0113,-5.701,10.74,0.00169
5e-12,5000.0,2.7e-05,1.4e-05,0.0111,-5.753,10.7,0.00168
5e-12,5000.0,2.7e-05,1.5e-05,0.011,-5.776,10.68,0.00167
5e-12,5000.0,2.7e-05,1.6e-05,0.0109,-5.783,10.67,0.00166
5e-12,5000.0,2.7e-05,1.7e-05,0.0108,-5.792,10.67,0.00165
5e-12,5000.0,2.7e-05,1.8e-05,0.0107,-5.813,10.68,0.00164
5e-12,5000.0,2.7e-05,1.9e-05,0.0106,-5.852,10.69,0.00163
5e-12,5000.0,2.7e-05,2e-05,0.0105,-5.908,10.71,0.00162
5e-12,5000.0,2.7e-05,2.1e-05,0.0105,-5.974,10.73,0.00161
5e-12,5000.0,2.7e-05,2.2e-05,0.0104,-6.047,10.76,0.00159
5e-12,5000.0,2.7e-05,2.3e-05,0.0104,-6.121,10.79,0.00158
5e-12,5000.0,2.7e-05,2.4e-05,0.0103,-6.193,10.83,0.00157
5e-12,5000.0,2.7e-05,2.5e-05,0.0103,-6.261,10.86,0.00156
5e-12,5000.0,2.8e-05,6e-06,0.0128,-6.496,12.81,0.00151
5e-12,5000.0,2.8e-05,5e-06,0.0132,-7.008,13.87,0.00142
5e-12,5000.0,2.8e-05,7e-06,0.0125,-6.306,12.15,0.00156
5e-12,5000.0,2.8e-05,8e-06,0.0122,-6.16,11.7,0.0016
5e-12,5000.0,2.8e-05,9e-06,0.012,-5.969,11.39,0.00162
5e-12,5000.0,2.8e-05,1e-05,0.0118,-5.837,11.21,0.00163
5e-12,5000.0,2.8e-05,1.1e-05,0.0116,-5.837,11.09,0.00163
5e-12,5000.0,2.8e-05,1.2e-05,0.0114,-5.907,11.0,0.00163
5e-12,5000.0,2.8e-05,1.3e-05,0.0112,-5.979,10.93,0.00163
5e-12,5000.0,2.8e-05,1.4e-05,0.0111,-6.027,10.89,0.00163
5e-12,5000.0,2.8e-05,1.5e-05,0.011,-6.046,10.87,0.00162
5e-12,5000.0,2.8e-05,1.6e-05,0.0108,-6.05,10.86,0.00161
5e-12,5000.0,2.8e-05,1.7e-05,0.0107,-6.057,10.85,0.0016
5e-12,5000.0,2.8e-05,1.8e-05,0.0106,-6.077,10.86,0.00159
5e-12,5000.0,2.8e-05,1.9e-05,0.0106,-6.114,10.87,0.00158
5e-12,5000.0,2.8e-05,2e-05,0.0105,-6.168,10.89,0.00157
5e-12,5000.0,2.8e-05,2.1e-05,0.0104,-6.233,10.91,0.00156
5e-12,5000.0,2.8e-05,2.2e-05,0.0103,-6.303,10.94,0.00155
5e-12,5000.0,2.8e-05,2.3e-05,0.0103,-6.375,10.97,0.00154
5e-12,5000.0,2.8e-05,2.4e-05,0.0102,-6.445,11.0,0.00153
5e-12,5000.0,2.8e-05,2.5e-05,0.0102,-6.512,11.04,0.00152
5e-12,5000.0,2.9e-05,6e-06,0.0128,-6.81,13.08,0.00146
5e-12,5000.0,2.9e-05,5e-06,0.0131,-7.331,14.18,0.00137
5e-12,5000.0,2.9e-05,7e-06,0.0125,-6.612,12.4,0.00151
5e-12,5000.0,2.9e-05,8e-06,0.0122,-6.459,11.93,0.00154
5e-12,5000.0,2.9e-05,9e-06,0.0119,-6.263,11.62,0.00156
5e-12,5000.0,2.9e-05,1e-05,0.0117,-6.128,11.43,0.00158
5e-12,5000.0,2.9e-05,1.1e-05,0.0115,-6.126,11.3,0.00158
5e-12,5000.0,2.9e-05,1.2e-05,0.0113,-6.192,11.2,0.00158
5e-12,5000.0,2.9e-05,1.3e-05,0.0112,-6.259,11.13,0.00158
5e-12,5000.0,2.9e-05,1.4e-05,0.011,-6.303,11.09,0.00158
5e-12,5000.0,2.9e-05,1.5e-05,0.0109,-6.318,11.06,0.00157
5e-12,5000.0,2.9e-05,1.6e-05,0.0108,-6.32,11.05,0.00156
5e-12,5000.0,2.9e-05,1.7e-05,0.0107,-6.324,11.04,0.00155
5e-12,5000.0,2.9e-05,1.8e-05,0.0106,-6.343,11.05,0.00154
5e-12,5000.0,2.9e-05,1.9e-05,0.0105,-6.378,11.06,0.00153
5e-12,5000.0,2.9e-05,2e-05,0.0104,-6.43,11.07,0.00152
5e-12,5000.0,2.9e-05,2.1e-05,0.0103,-6.493,11.09,0.00151
5e-12,5000.0,2.9e-05,2.2e-05,0.0103,-6.562,11.12,0.0015
5e-12,5000.0,2.9e-05,2.3e-05,0.0102,-6.632,11.15,0.00149
5e-12,5000.0,2.9e-05,2.4e-05,0.0102,-6.7,11.19,0.00148
5e-12,5000.0,2.9e-05,2.5e-05,0.0101,-6.765,11.22,0.00147
5e-12,5000.0,3e-05,6e-06,0.0128,-7.122,13.36,0.00141
5e-12,5000.0,3e-05,5e-06,0.0131,-7.652,14.48,0.00132
5e-12,5000.0,3e-05,7e-06,0.0125,-6.917,12.66,0.00146
5e-12,5000.0,3e-05,8e-06,0.0122,-6.757,12.17,0.00149
5e-12,5000.0,3e-05,9e-06,0.0119,-6.556,11.84,0.00151
5e-12,5000.0,3e-05,1e-05,0.0117,-6.42,11.65,0.00152
5e-12,5000.0,3e-05,1.1e-05,0.0115,-6.415,11.51,0.00153
5e-12,5000.0,3e-05,1.2e-05,0.0113,-6.477,11.41,0.00153
5e-12,5000.0,3e-05,1.3e-05,0.0111,-6.539,11.33,0.00153
5e-12,5000.0,3e-05,1.4e-05,0.011,-6.58,11.28,0.00153
5e-12,5000.0,3e-05,1.5e-05,0.0108,-6.592,11.26,0.00152
5e-12,5000.0,3e-05,1.6e-05,0.0107,-6.591,11.24,0.00151
5e-12,5000.0,3e-05,1.7e-05,0.0106,-6.593,11.23,0.00151
5e-12,5000.0,3e-05,1.8e-05,0.0105,-6.61,11.24,0.0015
5e-12,5000.0,3e-05,1.9e-05,0.0104,-6.644,11.24,0.00149
5e-12,5000.0,3e-05,2e-05,0.0104,-6.694,11.26,0.00148
5e-12,5000.0,3e-05,2.1e-05,0.0103,-6.756,11.28,0.00147
5e-12,5000.0,3e-05,2.2e-05,0.0102,-6.823,11.31,0.00146
5e-12,5000.0,3e-05,2.3e-05,0.0102,-6.891,11.34,0.00145
5e-12,5000.0,3e-05,2.4e-05,0.0101,-6.957,11.37,0.00144
5e-12,5000.0,3e-05,2.5e-05,0.0101,-7.02,11.41,0.00143
5e-12,1000.0,1.2e-05,6e-06,0.0166,-2.502,9.263,0.00239
5e-12,1000.0,1.2e-05,5e-06,0.0167,-2.785,9.635,0.00234
5e-12,1000.0,1.2e-05,7e-06,0.0164,-2.458,9.102,0.00241
5e-12,1000.0,1.2e-05,8e-06,0.0163,-2.579,8.997,0.00241
5e-12,1000.0,1.2e-05,9e-06,0.0162,-2.662,8.93,0.0024
5e-12,1000.0,1.2e-05,1e-05,0.0161,-2.642,8.884,0.00238
5e-12,1000.0,1.2e-05,1.1e-05,0.0161,-2.621,8.88,0.00236
5e-12,1000.0,1.2e-05,1.2e-05,0.016,-2.685,8.898,0.00233
5e-12,1000.0,1.2e-05,1.3e-05,0.0159,-2.835,8.92,0.0023
5e-12,1000.0,1.2e-05,1.4e-05,0.0159,-3.017,8.945,0.00228
5e-12,1000.0,1.2e-05,1.5e-05,0.0159,-3.191,8.973,0.00225
5e-12,1000.0,1.2e-05,1.6e-05,0.0158,-3.34,9.005,0.00221
5e-12,1000.0,1.2e-05,1.7e-05,0.0158,-3.461,9.04,0.00218
5e-12,1000.0,1.2e-05,1.8e-05,0.0157,-3.562,9.077,0.00215
5e-12,1000.0,1.2e-05,1.9e-05,0.0157,-3.653,9.12,0.00212
5e-12,1000.0,1.2e-05,2e-05,0.0157,-3.741,9.166,0.0021
5e-12,1000.0,1.2e-05,2.1e-05,0.0157,-3.83,9.215,0.00207
5e-12,1000.0,1.2e-05,2.2e-05,0.0156,-3.923,9.266,0.00204
5e-12,1000.0,1.2e-05,2.3e-05,0.0156,-4.017,9.318,0.00202
5e-12,1000.0,1.2e-05,2.4e-05,0.0156,-4.114,9.372,0.00199
5e-12,1000.0,1.2e-05,2.5e-05,0.0156,-4.212,9.428,0.00197
5e-12,1000.0,1e-05,6e-06,0.0168,-2.618,9.187,0.00236
5e-12,1000.0,1e-05,5e-06,0.0169,-2.842,9.468,0.00233
5e-12,1000.0,1e-05,7e-06,0.0167,-2.591,9.094,0.00237
5e-12,1000.0,1e-05,8e-06,0.0166,-2.755,9.042,0.00236
5e-12,1000.0,1e-05,9e-06,0.0165,-2.907,9.015,0.00234
5e-12,1000.0,1e-05,1e-05,0.0165,-2.947,8.995,0.00231
5e-12,1000.0,1e-05,1.1e-05,0.0164,-2.941,9.003,0.00228
5e-12,1000.0,1e-05,1.2e-05,0.0163,-2.993,9.039,0.00225
5e-12,1000.0,1e-05,1.3e-05,0.0163,-3.133,9.079,0.00222
5e-12,1000.0,1e-05,1.4e-05,0.0163,-3.322,9.117,0.00219
5e-12,1000.0,1e-05,1.5e-05,0.0162,-3.517,9.155,0.00215
5e-12,1000.0,1e-05,1.6e-05,0.0162,-3.694,9.197,0.00212
5e-12,1000.0,1e-05,1.7e-05,0.0162,-3.848,9.242,0.00209
5e-12,1000.0,1e-05,1.8e-05,0.0162,-3.98,9.29,0.00205
5e-12,1000.0,1e-05,1.9e-05,0.0161,-4.098,9.341,0.00202
5e-12,1000.0,1e-05,2e-05,0.0161,-4.207,9.395,0.00199
5e-12,1000.0,1e-05,2.1e-05,0.0161,-4.312,9.451,0.00197
5e-12,1000.0,1e-05,2.2e-05,0.0161,-4.415,9.509,0.00194
5e-12,1000.0,1e-05,2.3e-05,0.0161,-4.519,9.568,0.00191
5e-12,1000.0,1e-05,2.4e-05,0.0161,-4.624,9.628,0.00188
5e-12,1000.0,1e-05,2.5e-05,0.016,-4.729,9.691,0.00186
5e-12,1000.0,1.1e-05,6e-06,0.0167,-2.516,9.201,0.00239
5e-12,1000.0,1.1e-05,5e-06,0.0168,-2.771,9.526,0.00234
5e-12,1000.0,1.1e-05,7e-06,0.0166,-2.481,9.075,0.0024
5e-12,1000.0,1.1e-05,8e-06,0.0165,-2.624,8.996,0.0024
5e-12,1000.0,1.1e-05,9e-06,0.0164,-2.742,8.949,0.00238
5e-12,1000.0,1.1e-05,1e-05,0.0163,-2.748,8.914,0.00236
5e-12,1000.0,1.1e-05,1.1e-05,0.0162,-2.733,8.916,0.00233
5e-12,1000.0,1.1e-05,1.2e-05,0.0162,-2.792,8.944,0.0023
5e-12,1000.0,1.1e-05,1.3e-05,0.0161,-2.938,8.974,0.00227
5e-12,1000.0,1.1e-05,1.4e-05,0.0161,-3.125,9.005,0.00224
5e-12,1000.0,1.1e-05,1.5e-05,0.016,-3.31,9.038,0.00221
5e-12,1000.0,1.1e-05,1.6e-05,0.016,-3.474,9.075,0.00218
5e-12,1000.0,1.1e-05,1.7e-05,0.016,-3.611,9.114,0.00215
5e-12,1000.0,1.1e-05,1.8e-05,0.0159,-3.727,9.157,0.00212
5e-12,1000.0,1.1e-05,1.9e-05,0.0159,-3.83,9.203,0.00208
5e-12,1000.0,1.1e-05,2e-05,0.0159,-3.927,9.253,0.00206
5e-12,1000.0,1.1e-05,2.1e-05,0.0159,-4.024,9.305,0.00203
5e-12,1000.0,1.1e-05,2.2e-05,0.0159,-4.121,9.359,0.002
5e-12,1000.0,1.1e-05,2.3e-05,0.0158,-4.22,9.414,0.00197
5e-12,1000.0,1.1e-05,2.4e-05,0.0158,-4.32,9.471,0.00195
5e-12,1000.0,1.1e-05,2.5e-05,0.0158,-4.422,9.53,0.00192
5e-12,1000.0,1.3e-05,6e-06,0.0165,-2.558,9.364,0.00237
5e-12,1000.0,1.3e-05,5e-06,0.0167,-2.867,9.783,0.00231
5e-12,1000.0,1.3e-05,7e-06,0.0163,-2.503,9.167,0.0024
5e-12,1000.0,1.3e-05,8e-06,0.0162,-2.601,9.037,0.00241
5e-12,1000.0,1.3e-05,9e-06,0.0161,-2.655,8.951,0.0024
5e-12,1000.0,1.3e-05,1e-05,0.016,-2.614,8.894,0.00239
5e-12,1000.0,1.3e-05,1.1e-05,0.0159,-2.588,8.883,0.00237
5e-12,1000.0,1.3e-05,1.2e-05,0.0159,-2.656,8.893,0.00234
5e-12,1000.0,1.3e-05,1.3e-05,0.0158,-2.806,8.908,0.00232
5e-12,1000.0,1.3e-05,1.4e-05,0.0157,-2.98,8.927,0.00229
5e-12,1000.0,1.3e-05,1.5e-05,0.0157,-3.143,8.951,0.00226
5e-12,1000.0,1.3e-05,1.6e-05,0.0156,-3.278,8.978,0.00223
5e-12,1000.0,1.3e-05,1.7e-05,0.0156,-3.385,9.008,0.0022
5e-12,1000.0,1.3e-05,1.8e-05,0.0156,-3.473,9.042,0.00217
5e-12,1000.0,1.3e-05,1.9e-05,0.0155,-3.553,9.081,0.00215
5e-12,1000.0,1.3e-05,2e-05,0.0155,-3.634,9.124,0.00212
5e-12,1000.0,1.3e-05,2.1e-05,0.0155,-3.718,9.171,0.00209
5e-12,1000.0,1.3e-05,2.2e-05,0.0154,-3.806,9.219,0.00207
5e-12,1000.0,1.3e-05,2.3e-05,0.0154,-3.897,9.269,0.00204
5e-12,1000.0,1.3e-05,2.4e-05,0.0154,-3.99,9.32,0.00202
5e-12,1000.0,1.3e-05,2.5e-05,0.0154,-4.085,9.373,0.00199
5e-12,1000.0,1.4e-05,6e-06,0.0164,-2.672,9.496,0.00234
5e-12,1000.0,1.4e-05,5e-06,0.0166,-3.003,9.963,0.00228
5e-12,1000.0,1.4e-05,7e-06,0.0163,-2.604,9.264,0.00238
5e-12,1000.0,1.4e-05,8e-06,0.0161,-2.68,9.109,0.00239
5e-12,1000.0,1.4e-05,9e-06,0.016,-2.706,9.005,0.00238
5e-12,1000.0,1.4e-05,1e-05,0.0159,-2.648,8.939,0.00237
5e-12,1000.0,1.4e-05,1.1e-05,0.0158,-2.62,8.92,0.00236
5e-12,1000.0,1.4e-05,1.2e-05,0.0157,-2.69,8.922,0.00234
5e-12,1000.0,1.4e-05,1.3e-05,0.0157,-2.837,8.929,0.00231
5e-12,1000.0,1.4e-05,1.4e-05,0.0156,-3.003,8.943,0.00229
5e-12,1000.0,1.4e-05,1.5e-05,0.0155,-3.154,8.963,0.00226
5e-12,1000.0,1.4e-05,1.6e-05,0.0155,-3.276,8.986,0.00223
5e-12,1000.0,1.4e-05,1.7e-05,0.0154,-3.37,9.013,0.00221
5e-12,1000.0,1.4e-05,1.8e-05,0.0154,-3.447,9.043,0.00218
5e-12,1000.0,1.4e-05,1.9e-05,0.0154,-3.519,9.079,0.00215
5e-12,1000.0,1.4e-05,2e-05,0.0153,-3.593,9.12,0.00213
5e-12,1000.0,1.4e-05,2.1e-05,0.0153,-3.672,9.164,0.0021
5e-12,1000.0,1.4e-05,2.2e-05,0.0153,-3.757,9.21,0.00208
5e-12,1000.0,1.4e-05,2.3e-05,0.0152,-3.845,9.257,0.00205
5e-12,1000.0,1.4e-05,2.4e-05,0.0152,-3.936,9.307,0.00203
5e-12,1000.0,1.4e-05,2.5e-05,0.0152,-4.027,9.358,0.00201
5e-12,1000.0,1.5e-05,6e-06,0.0163,-2.83,9.653,0.0023
5e-12,1000.0,1.5e-05,5e-06,0.0165,-3.182,10.17,0.00223
5e-12,1000.0,1.5e-05,7e-06,0.0162,-2.75,9.387,0.00234
5e-12,1000.0,1.5e-05,8e-06,0.016,-2.804,9.207,0.00235
5e-12,1000.0,1.5e-05,9e-06,0.0159,-2.807,9.086,0.00235
5e-12,1000.0,1.5e-05,1e-05,0.0158,-2.735,9.01,0.00235
5e-12,1000.0,1.5e-05,1.1e-05,0.0157,-2.704,8.985,0.00233
5e-12,1000.0,1.5e-05,1.2e-05,0.0156,-2.774,8.978,0.00231
5e-12,1000.0,1.5e-05,1.3e-05,0.0155,-2.917,8.979,0.00229
5e-12,1000.0,1.5e-05,1.4e-05,0.0155,-3.075,8.988,0.00227
5e-12,1000.0,1.5e-05,1.5e-05,0.0154,-3.214,9.004,0.00225
5e-12,1000.0,1.5e-05,1.6e-05,0.0153,-3.324,9.024,0.00222
5e-12,1000.0,1.5e-05,1.7e-05,0.0153,-3.407,9.047,0.0022
5e-12,1000.0,1.5e-05,1.8e-05,0.0152,-3.474,9.074,0.00217
5e-12,1000.0,1.5e-05,1.9e-05,0.0152,-3.539,9.108,0.00215
5e-12,1000.0,1.5e-05,2e-05,0.0152,-3.608,9.146,0.00212
5e-12,1000.0,1.5e-05,2.1e-05,0.0151,-3.683,9.188,0.0021
5e-12,1000.0,1.5e-05,2.2e-05,0.0151,-3.765,9.232,0.00207
5e-12,1000.0,1.5e-05,2.3e-05,0.0151,-3.85,9.278,0.00205
5e-12,1000.0,1.5e-05,2.4e-05,0.0151,-3.938,9.325,0.00203
5e-12,1000.0,1.5e-05,2.5e-05,0.015,-4.026,9.374,0.00201
5e-12,1000.0,1.6e-05,6e-06,0.0163,-3.024,9.832,0.00225
5e-12,1000.0,1.6e-05,5e-06,0.0165,-3.395,10.4,0.00217
5e-12,1000.0,1.6e-05,7e-06,0.0161,-2.931,9.531,0.00229
5e-12,1000.0,1.6e-05,8e-06,0.0159,-2.966,9.328,0.00231
5e-12,1000.0,1.6e-05,9e-06,0.0158,-2.947,9.19,0.00232
5e-12,1000.0,1.6e-05,1e-05,0.0157,-2.864,9.106,0.00231
5e-12,1000.0,1.6e-05,1.1e-05,0.0156,-2.83,9.073,0.0023
5e-12,1000.0,1.6e-05,1.2e-05,0.0155,-2.9,9.058,0.00228
5e-12,1000.0,1.6e-05,1.3e-05,0.0154,-3.038,9.053,0.00226
5e-12,1000.0,1.6e-05,1.4e-05,0.0153,-3.186,9.058,0.00224
5e-12,1000.0,1.6e-05,1.5e-05,0.0153,-3.316,9.07,0.00222
5e-12,1000.0,1.6e-05,1.6e-05,0.0152,-3.415,9.086,0.0022
5e-12,1000.0,1.6e-05,1.7e-05,0.0152,-3.488,9.106,0.00217
5e-12,1000.0,1.6e-05,1.8e-05,0.0151,-3.547,9.131,0.00215
5e-12,1000.0,1.6e-05,1.9e-05,0.0151,-3.605,9.162,0.00213
5e-12,1000.0,1.6e-05,2e-05,0.015,-3.669,9.198,0.0021
5e-12,1000.0,1.6e-05,2.1e-05,0.015,-3.741,9.238,0.00208
5e-12,1000.0,1.6e-05,2.2e-05,0.015,-3.82,9.281,0.00206
5e-12,1000.0,1.6e-05,2.3e-05,0.0149,-3.903,9.325,0.00204
5e-12,1000.0,1.6e-05,2.4e-05,0.0149,-3.988,9.37,0.00201
5e-12,1000.0,1.6e-05,2.5e-05,0.0149,-4.073,9.418,0.00199
5e-12,1000.0,1.7e-05,6e-06,0.0162,-3.246,10.03,0.00219
5e-12,1000.0,1.7e-05,5e-06,0.0164,-3.635,10.64,0.00211
5e-12,1000.0,1.7e-05,7e-06,0.016,-3.141,9.694,0.00224
5e-12,1000.0,1.7e-05,8e-06,0.0159,-3.157,9.467,0.00226
5e-12,1000.0,1.7e-05,9e-06,0.0157,-3.119,9.314,0.00227
5e-12,1000.0,1.7e-05,1e-05,0.0156,-3.027,9.22,0.00227
5e-12,1000.0,1.7e-05,1.1e-05,0.0155,-2.991,9.18,0.00226
5e-12,1000.0,1.7e-05,1.2e-05,0.0154,-3.06,9.158,0.00224
5e-12,1000.0,1.7e-05,1.3e-05,0.0153,-3.191,9.147,0.00223
5e-12,1000.0,1.7e-05,1.4e-05,0.0152,-3.331,9.147,0.00221
5e-12,1000.0,1.7e-05,1.5e-05,0.0151,-3.451,9.156,0.00219
5e-12,1000.0,1.7e-05,1.6e-05,0.0151,-3.54,9.169,0.00217
5e-12,1000.0,1.7e-05,1.7e-05,0.015,-3.604,9.186,0.00214
5e-12,1000.0,1.7e-05,1.8e-05,0.015,-3.656,9.208,0.00212
5e-12,1000.0,1.7e-05,1.9e-05,0.0149,-3.709,9.237,0.0021
5e-12,1000.0,1.7e-05,2e-05,0.0149,-3.769,9.272,0.00208
5e-12,1000.0,1.7e-05,2.1e-05,0.0148,-3.838,9.31,0.00206
5e-12,1000.0,1.7e-05,2.2e-05,0.0148,-3.914,9.351,0.00204
5e-12,1000.0,1.7e-05,2.3e-05,0.0148,-3.995,9.394,0.00201
5e-12,1000.0,1.7e-05,2.4e-05,0.0147,-4.077,9.438,0.00199
5e-12,1000.0,1.7e-05,2.5e-05,0.0147,-4.16,9.484,0.00197
5e-12,1000.0,1.8e-05,6e-06,0.0162,-3.49,10.24,0.00213
5e-12,1000.0,1.8e-05,5e-06,0.0164,-3.896,10.9,0.00205
5e-12,1000.0,1.8e-05,7e-06,0.016,-3.373,9.872,0.00218
5e-12,1000.0,1.8e-05,8e-06,0.0158,-3.372,9.623,0.00221
5e-12,1000.0,1.8e-05,9e-06,0.0156,-3.319,9.455,0.00222
5e-12,1000.0,1.8e-05,1e-05,0.0155,-3.218,9.352,0.00222
5e-12,1000.0,1.8e-05,1.1e-05,0.0154,-3.18,9.304,0.00221
5e-12,1000.0,1.8e-05,1.2e-05,0.0153,-3.246,9.275,0.0022
5e-12,1000.0,1.8e-05,1.3e-05,0.0152,-3.372,9.258,0.00218
5e-12,1000.0,1.8e-05,1.4e-05,0.0151,-3.504,9.254,0.00217
5e-12,1000.0,1.8e-05,1.5e-05,0.015,-3.614,9.26,0.00215
5e-12,1000.0,1.8e-05,1.6e-05,0.015,-3.694,9.27,0.00213
5e-12,1000.0,1.8e-05,1.7e-05,0.0149,-3.751,9.284,0.00211
5e-12,1000.0,1.8e-05,1.8e-05,0.0149,-3.797,9.304,0.00209
5e-12,1000.0,1.8e-05,1.9e-05,0.0148,-3.845,9.331,0.00207
5e-12,1000.0,1.8e-05,2e-05,0.0148,-3.902,9.364,0.00204
5e-12,1000.0,1.8e-05,2.1e-05,0.0147,-3.968,9.401,0.00202
5e-12,1000.0,1.8e-05,2.2e-05,0.0147,-4.042,9.44,0.00201
5e-12,1000.0,1.8e-05,2.3e-05,0.0146,-4.119,9.482,0.00199
5e-12,1000.0,1.8e-05,2.4e-05,0.0146,-4.199,9.525,0.00197
5e-12,1000.0,1.8e-05,2.5e-05,0.0146,-4.279,9.57,0.00195
5e-12,1000.0,1.9e-05,6e-06,0.0161,-3.752,10.46,0.00207
5e-12,1000.0,1.9e-05,5e-06,0.0163,-4.173,11.17,0.00198
5e-12,1000.0,1.9e-05,7e-06,0.0159,-3.624,10.06,0.00212
5e-12,1000.0,1.9e-05,8e-06,0.0157,-3.607,9.792,0.00215
5e-12,1000.0,1.9e-05,9e-06,0.0156,-3.539,9.609,0.00216
5e-12,1000.0,1.9e-05,1e-05,0.0154,-3.431,9.498,0.00216
5e-12,1000.0,1.9e-05,1.1e-05,0.0153,-3.391,9.442,0.00216
5e-12,1000.0,1.9e-05,1.2e-05,0.0152,-3.455,9.406,0.00215
5e-12,1000.0,1.9e-05,1.3e-05,0.0151,-3.574,9.384,0.00213
5e-12,1000.0,1.9e-05,1.4e-05,0.015,-3.698,9.376,0.00212
5e-12,1000.0,1.9e-05,1.5e-05,0.0149,-3.8,9.378,0.0021
5e-12,1000.0,1.9e-05,1.6e-05,0.0149,-3.873,9.385,0.00208
5e-12,1000.0,1.9e-05,1.7e-05,0.0148,-3.923,9.397,0.00207
5e-12,1000.0,1.9e-05,1.8e-05,0.0147,-3.963,9.416,0.00205
5e-12,1000.0,1.9e-05,1.9e-05,0.0147,-4.007,9.441,0.00203
5e-12,1000.0,1.9e-05,2e-05,0.0146,-4.061,9.472,0.00201
5e-12,1000.0,1.9e-05,2.1e-05,0.0146,-4.124,9.508,0.00199
5e-12,1000.0,1.9e-05,2.2e-05,0.0146,-4.195,9.546,0.00197
5e-12,1000.0,1.9e-05,2.3e-05,0.0145,-4.271,9.586,0.00195
5e-12,1000.0,1.9e-05,2.4e-05,0.0145,-4.348,9.628,0.00193
5e-12,1000.0,1.9e-05,2.5e-05,0.0145,-4.425,9.672,0.00192
5e-12,1000.0,2e-05,6e-06,0.0161,-4.028,10.7,0.00201
5e-12,1000.0,2e-05,5e-06,0.0163,-4.462,11.44,0.00192
5e-12,1000.0,2e-05,7e-06,0.0159,-3.888,10.27,0.00206
5e-12,1000.0,2e-05,8e-06,0.0157,-3.857,9.973,0.00208
5e-12,1000.0,2e-05,9e-06,0.0155,-3.777,9.776,0.0021
5e-12,1000.0,2e-05,1e-05,0.0154,-3.663,9.656,0.0021
5e-12,1000.0,2e-05,1.1e-05,0.0152,-3.62,9.592,0.0021
5e-12,1000.0,2e-05,1.2e-05,0.0151,-3.681,9.549,0.00209
5e-12,1000.0,2e-05,1.3e-05,0.015,-3.794,9.522,0.00208
5e-12,1000.0,2e-05,1.4e-05,0.0149,-3.911,9.511,0.00207
5e-12,1000.0,2e-05,1.5e-05,0.0148,-4.006,9.51,0.00205
5e-12,1000.0,2e-05,1.6e-05,0.0148,-4.071,9.514,0.00204
