L,Wn,Wvar,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
2.5e-10,1.2e-05,2.7e-05,0.0105,35500000000.0,907000000.0,4.592,-76.88
2.5e-10,1.2e-05,2.75e-05,0.0105,35500000000.0,796000000.0,4.457,-73.91
2.5e-10,1.2e-05,2.8e-05,0.0105,35500000000.0,679000000.0,4.329,-77.0
2.5e-10,1.2e-05,2.85e-05,0.0105,35600000000.0,599000000.0,4.188,-75.01
2.5e-10,1.2e-05,2.9e-05,0.0105,35600000000.0,512000000.0,4.054,-79.34
2.5e-10,1.2e-05,2.95e-05,0.0105,35700000000.0,442000000.0,3.918,-75.41
2.5e-10,1.2e-05,3e-05,0.0105,35800000000.0,383000000.0,3.788,-77.59
2.5e-10,1.25e-05,1e-05,0.0104,37700000000.0,1740000000.0,6.534,-73.93
2.5e-10,1.25e-05,5e-06,0.0104,39700000000.0,1180000000.0,6.594,-74.45
2.5e-10,1.25e-05,5.5e-06,0.0104,39500000000.0,1210000000.0,6.594,-74.75
2.5e-10,1.25e-05,6e-06,0.0104,39300000000.0,1260000000.0,6.599,-74.69
2.5e-10,1.25e-05,6.5e-06,0.0104,39000000000.0,1330000000.0,6.597,-74.55
2.5e-10,1.25e-05,7e-06,0.0104,38800000000.0,1400000000.0,6.595,-74.12
2.5e-10,1.25e-05,7.5e-06,0.0104,38600000000.0,1470000000.0,6.585,-74.15
2.5e-10,1.25e-05,8e-06,0.0104,38400000000.0,1530000000.0,6.583,-73.86
2.5e-10,1.25e-05,8.5e-06,0.0104,38200000000.0,1580000000.0,6.574,-74.74
2.5e-10,1.25e-05,9e-06,0.0104,38100000000.0,1620000000.0,6.56,-73.64
2.5e-10,1.25e-05,9.5e-06,0.0104,37900000000.0,1690000000.0,6.551,-73.68
2.5e-10,1.25e-05,1.05e-05,0.0104,37500000000.0,1780000000.0,6.519,-74.52
2.5e-10,1.25e-05,1.1e-05,0.0104,37400000000.0,1810000000.0,6.503,-73.78
2.5e-10,1.25e-05,1.15e-05,0.0104,37200000000.0,1850000000.0,6.487,-73.69
2.5e-10,1.25e-05,1.2e-05,0.0104,37000000000.0,1880000000.0,6.467,-73.83
2.5e-10,1.25e-05,1.25e-05,0.0104,36900000000.0,1920000000.0,6.445,-73.67
2.5e-10,1.25e-05,1.3e-05,0.0104,36700000000.0,1950000000.0,6.423,-73.72
2.5e-10,1.25e-05,1.35e-05,0.0104,36600000000.0,1980000000.0,6.398,-73.73
2.5e-10,1.25e-05,1.4e-05,0.0104,36400000000.0,2000000000.0,6.372,-73.83
2.5e-10,1.25e-05,1.45e-05,0.0104,36300000000.0,2020000000.0,6.347,-73.18
2.5e-10,1.25e-05,1.5e-05,0.0104,36200000000.0,2050000000.0,6.314,-74.02
2.5e-10,1.25e-05,1.55e-05,0.0104,36000000000.0,2070000000.0,6.284,-74.2
2.5e-10,1.25e-05,1.6e-05,0.0104,35900000000.0,2070000000.0,6.253,-72.53
2.5e-10,1.25e-05,1.65e-05,0.0104,35800000000.0,2070000000.0,6.217,-75.13
2.5e-10,1.25e-05,1.7e-05,0.0104,35700000000.0,2090000000.0,6.174,-74.47
2.5e-10,1.25e-05,1.75e-05,0.0104,35600000000.0,2080000000.0,6.138,-75.43
2.5e-10,1.25e-05,1.8e-05,0.0104,35500000000.0,2070000000.0,6.094,-74.82
2.5e-10,1.25e-05,1.85e-05,0.0104,35400000000.0,2070000000.0,6.043,-74.98
2.5e-10,1.25e-05,1.9e-05,0.0104,35300000000.0,2050000000.0,5.994,-75.31
2.5e-10,1.25e-05,1.95e-05,0.0104,35200000000.0,2010000000.0,5.944,-75.22
2.5e-10,1.25e-05,2e-05,0.0104,35100000000.0,1970000000.0,5.887,-75.3
2.5e-10,1.25e-05,2.05e-05,0.0104,35100000000.0,1930000000.0,5.826,-75.47
2.5e-10,1.25e-05,2.1e-05,0.0104,35000000000.0,1890000000.0,5.761,-75.87
2.5e-10,1.25e-05,2.15e-05,0.0104,34900000000.0,1850000000.0,5.688,-75.88
2.5e-10,1.25e-05,2.2e-05,0.0104,34900000000.0,1780000000.0,5.615,-76.22
2.5e-10,1.25e-05,2.25e-05,0.0104,34800000000.0,1700000000.0,5.535,-76.21
2.5e-10,1.25e-05,2.3e-05,0.0104,34800000000.0,1620000000.0,5.452,-76.47
2.5e-10,1.25e-05,2.35e-05,0.0104,34800000000.0,1540000000.0,5.361,-76.66
2.5e-10,1.25e-05,2.4e-05,0.0104,34800000000.0,1460000000.0,5.259,-76.89
2.5e-10,1.25e-05,2.45e-05,0.0104,34800000000.0,1360000000.0,5.159,-77.6
2.5e-10,1.25e-05,2.5e-05,0.0104,34800000000.0,1270000000.0,5.052,-77.8
2.5e-10,1.25e-05,2.55e-05,0.0104,34800000000.0,1180000000.0,4.935,-80.2
2.5e-10,1.25e-05,2.6e-05,0.0104,34800000000.0,1080000000.0,4.813,-78.66
2.5e-10,1.25e-05,2.65e-05,0.0104,34800000000.0,966000000.0,4.696,-78.06
2.5e-10,1.25e-05,2.7e-05,0.0104,34800000000.0,863000000.0,4.567,-77.95
2.5e-10,1.25e-05,2.75e-05,0.0104,34900000000.0,754000000.0,4.436,-78.04
2.5e-10,1.25e-05,2.8e-05,0.0104,34900000000.0,648000000.0,4.3,-78.4
2.5e-10,1.25e-05,2.85e-05,0.0104,35000000000.0,568000000.0,4.167,-78.35
2.5e-10,1.25e-05,2.9e-05,0.0104,35000000000.0,492000000.0,4.032,-78.38
2.5e-10,1.25e-05,3e-05,0.0104,35200000000.0,373000000.0,3.761,-84.22
2.5e-10,1.3e-05,1e-05,0.0103,37000000000.0,1660000000.0,6.52,-75.75
2.5e-10,1.3e-05,5e-06,0.0103,38900000000.0,1140000000.0,6.547,-76.67
2.5e-10,1.3e-05,5.5e-06,0.0103,38700000000.0,1180000000.0,6.559,-75.58
2.5e-10,1.3e-05,6e-06,0.0103,38500000000.0,1230000000.0,6.559,-76.18
2.5e-10,1.3e-05,6.5e-06,0.0103,38300000000.0,1300000000.0,6.563,-75.78
2.5e-10,1.3e-05,7e-06,0.0103,38100000000.0,1360000000.0,6.562,-76.11
2.5e-10,1.3e-05,7.5e-06,0.0103,37900000000.0,1400000000.0,6.564,-75.23
2.5e-10,1.3e-05,8e-06,0.0103,37700000000.0,1470000000.0,6.559,-75.15
2.5e-10,1.3e-05,8.5e-06,0.0103,37500000000.0,1520000000.0,6.551,-75.22
2.5e-10,1.3e-05,9e-06,0.0103,37300000000.0,1570000000.0,6.543,-74.97
2.5e-10,1.3e-05,9.5e-06,0.0103,37100000000.0,1620000000.0,6.532,-73.98
2.5e-10,1.3e-05,1.05e-05,0.0103,36800000000.0,1690000000.0,6.509,-75.05
2.5e-10,1.3e-05,1.1e-05,0.0103,36600000000.0,1720000000.0,6.495,-75.6
2.5e-10,1.3e-05,1.15e-05,0.0103,36500000000.0,1760000000.0,6.476,-74.79
2.5e-10,1.3e-05,1.2e-05,0.0103,36300000000.0,1790000000.0,6.459,-75.01
2.5e-10,1.3e-05,1.25e-05,0.0103,36200000000.0,1830000000.0,6.439,-74.88
2.5e-10,1.3e-05,1.3e-05,0.0103,36000000000.0,1870000000.0,6.419,-75.17
2.5e-10,1.3e-05,1.35e-05,0.0103,35900000000.0,1870000000.0,6.395,-73.29
2.5e-10,1.3e-05,1.4e-05,0.0103,35700000000.0,1900000000.0,6.366,-74.81
2.5e-10,1.3e-05,1.45e-05,0.0103,35600000000.0,1910000000.0,6.343,-75.76
2.5e-10,1.3e-05,1.5e-05,0.0103,35500000000.0,1930000000.0,6.313,-75.32
2.5e-10,1.3e-05,1.55e-05,0.0103,35400000000.0,1960000000.0,6.277,-75.33
2.5e-10,1.3e-05,1.6e-05,0.0103,35200000000.0,1950000000.0,6.248,-75.45
2.5e-10,1.3e-05,1.65e-05,0.0103,35100000000.0,1960000000.0,6.212,-74.81
2.5e-10,1.3e-05,1.7e-05,0.0103,35000000000.0,1980000000.0,6.167,-75.19
2.5e-10,1.3e-05,1.75e-05,0.0103,34900000000.0,1950000000.0,6.127,-75.54
2.5e-10,1.3e-05,1.8e-05,0.0103,34800000000.0,1950000000.0,6.087,-75.92
2.5e-10,1.3e-05,1.85e-05,0.0103,34700000000.0,1930000000.0,6.04,-76.14
2.5e-10,1.3e-05,1.9e-05,0.0103,34700000000.0,1910000000.0,5.988,-76.33
2.5e-10,1.3e-05,1.95e-05,0.0103,34600000000.0,1880000000.0,5.933,-76.33
2.5e-10,1.3e-05,2e-05,0.0103,34500000000.0,1850000000.0,5.871,-76.36
2.5e-10,1.3e-05,2.05e-05,0.0103,34500000000.0,1810000000.0,5.81,-76.53
2.5e-10,1.3e-05,2.1e-05,0.0103,34400000000.0,1770000000.0,5.742,-77.12
2.5e-10,1.3e-05,2.15e-05,0.0103,34300000000.0,1710000000.0,5.668,-76.88
2.5e-10,1.3e-05,2.2e-05,0.0103,34300000000.0,1660000000.0,5.589,-77.16
2.5e-10,1.3e-05,2.25e-05,0.0103,34300000000.0,1590000000.0,5.509,-77.45
2.5e-10,1.3e-05,2.3e-05,0.0103,34200000000.0,1520000000.0,5.42,-77.61
2.5e-10,1.3e-05,2.35e-05,0.0103,34200000000.0,1450000000.0,5.323,-77.85
2.5e-10,1.3e-05,2.4e-05,0.0103,34200000000.0,1370000000.0,5.225,-77.66
2.5e-10,1.3e-05,2.45e-05,0.0103,34200000000.0,1290000000.0,5.119,-78.34
2.5e-10,1.3e-05,2.5e-05,0.0103,34200000000.0,1200000000.0,5.009,-78.94
2.5e-10,1.3e-05,2.55e-05,0.0103,34200000000.0,1120000000.0,4.888,-78.94
2.5e-10,1.3e-05,2.6e-05,0.0103,34200000000.0,1030000000.0,4.773,-78.32
2.5e-10,1.3e-05,2.65e-05,0.0103,34200000000.0,941000000.0,4.643,-79.64
2.5e-10,1.3e-05,2.7e-05,0.0103,34300000000.0,841000000.0,4.516,-79.5
2.5e-10,1.3e-05,2.75e-05,0.0103,34300000000.0,742000000.0,4.385,-78.85
2.5e-10,1.3e-05,2.8e-05,0.0103,34400000000.0,642000000.0,4.253,-84.84
2.5e-10,1.3e-05,2.85e-05,0.0103,34400000000.0,560000000.0,4.125,-80.07
2.5e-10,1.3e-05,2.9e-05,0.0103,34500000000.0,490000000.0,3.992,-80.29
2.5e-10,1.3e-05,2.95e-05,0.0103,34500000000.0,421000000.0,3.854,-80.22
2.5e-10,1.3e-05,3e-05,0.0103,34600000000.0,371000000.0,3.724,-80.35
2.5e-10,1.35e-05,1e-05,0.0102,36300000000.0,1580000000.0,6.489,-76.44
2.5e-10,1.35e-05,5e-06,0.0102,38200000000.0,1090000000.0,6.488,-78.4
2.5e-10,1.35e-05,5.5e-06,0.0102,38000000000.0,1110000000.0,6.499,-78.4
2.5e-10,1.35e-05,6e-06,0.0102,37800000000.0,1210000000.0,6.509,-77.81
2.5e-10,1.35e-05,6.5e-06,0.0102,37600000000.0,1270000000.0,6.511,-78.17
2.5e-10,1.35e-05,7e-06,0.0102,37400000000.0,1340000000.0,6.513,-77.59
2.5e-10,1.35e-05,7.5e-06,0.0102,37200000000.0,1350000000.0,6.516,-77.8
2.5e-10,1.35e-05,8e-06,0.0102,37000000000.0,1420000000.0,6.515,-76.95
2.5e-10,1.35e-05,8.5e-06,0.0102,36800000000.0,1460000000.0,6.512,-75.72
2.5e-10,1.35e-05,9e-06,0.0102,36600000000.0,1500000000.0,6.504,-76.86
2.5e-10,1.35e-05,9.5e-06,0.0102,36500000000.0,1540000000.0,6.498,-74.08
2.5e-10,1.35e-05,1.05e-05,0.0102,36100000000.0,1610000000.0,6.478,-76.38
2.5e-10,1.35e-05,1.1e-05,0.0102,36000000000.0,1650000000.0,6.462,-76.8
2.5e-10,1.35e-05,1.15e-05,0.0102,35800000000.0,1690000000.0,6.447,-76.05
2.5e-10,1.35e-05,1.2e-05,0.0102,35700000000.0,1710000000.0,6.431,-76.48
2.5e-10,1.35e-05,1.25e-05,0.0102,35500000000.0,1750000000.0,6.411,-75.88
2.5e-10,1.35e-05,1.3e-05,0.0102,35400000000.0,1760000000.0,6.393,-77.09
2.5e-10,1.35e-05,1.35e-05,0.0102,35200000000.0,1790000000.0,6.369,-76.44
2.5e-10,1.35e-05,1.4e-05,0.0102,35100000000.0,1810000000.0,6.344,-76.56
2.5e-10,1.35e-05,1.45e-05,0.0102,35000000000.0,1830000000.0,6.314,-74.42
2.5e-10,1.35e-05,1.5e-05,0.0102,34900000000.0,1840000000.0,6.289,-76.73
2.5e-10,1.35e-05,1.55e-05,0.0102,34800000000.0,1850000000.0,6.254,-76.57
2.5e-10,1.35e-05,1.6e-05,0.0102,34600000000.0,1860000000.0,6.219,-76.51
2.5e-10,1.35e-05,1.65e-05,0.0102,34500000000.0,1870000000.0,6.18,-76.88
2.5e-10,1.35e-05,1.7e-05,0.0102,34400000000.0,1850000000.0,6.146,-76.96
2.5e-10,1.35e-05,1.75e-05,0.0102,34300000000.0,1860000000.0,6.097,-80.94
2.5e-10,1.35e-05,1.8e-05,0.0102,34300000000.0,1850000000.0,6.051,-76.81
2.5e-10,1.35e-05,1.85e-05,0.0102,34200000000.0,1830000000.0,6.005,-77.02
2.5e-10,1.35e-05,1.9e-05,0.0102,34100000000.0,1810000000.0,5.953,-77.82
2.5e-10,1.35e-05,1.95e-05,0.0102,34000000000.0,1780000000.0,5.898,-77.84
2.5e-10,1.35e-05,2e-05,0.0102,34000000000.0,1760000000.0,5.83,-77.83
2.5e-10,1.35e-05,2.05e-05,0.0102,33900000000.0,1710000000.0,5.771,-77.88
2.5e-10,1.35e-05,2.1e-05,0.0102,33800000000.0,1670000000.0,5.701,-78.42
2.5e-10,1.35e-05,2.15e-05,0.0102,33800000000.0,1630000000.0,5.619,-78.25
2.5e-10,1.35e-05,2.2e-05,0.0102,33800000000.0,1580000000.0,5.539,-78.59
2.5e-10,1.35e-05,2.25e-05,0.0102,33700000000.0,1510000000.0,5.454,-78.64
2.5e-10,1.35e-05,2.3e-05,0.0102,33700000000.0,1440000000.0,5.364,-78.83
2.5e-10,1.35e-05,2.35e-05,0.0102,33700000000.0,1390000000.0,5.265,-78.1
2.5e-10,1.35e-05,2.4e-05,0.0102,33700000000.0,1320000000.0,5.164,-79.55
2.5e-10,1.35e-05,2.45e-05,0.0102,33700000000.0,1240000000.0,5.054,-79.71
2.5e-10,1.35e-05,2.5e-05,0.0102,33700000000.0,1160000000.0,4.941,-79.74
2.5e-10,1.35e-05,2.55e-05,0.0102,33700000000.0,1080000000.0,4.826,-80.11
2.5e-10,1.35e-05,2.6e-05,0.0102,33700000000.0,996000000.0,4.71,-80.02
2.5e-10,1.35e-05,2.65e-05,0.0102,33700000000.0,909000000.0,4.585,-79.97
2.5e-10,1.35e-05,2.7e-05,0.0102,33800000000.0,829000000.0,4.453,-80.56
2.5e-10,1.35e-05,2.75e-05,0.0102,33800000000.0,738000000.0,4.323,-80.36
2.5e-10,1.35e-05,2.8e-05,0.0102,33800000000.0,639000000.0,4.196,-80.22
2.5e-10,1.35e-05,2.85e-05,0.0102,33900000000.0,563000000.0,4.062,-79.93
2.5e-10,1.35e-05,2.9e-05,0.0102,33900000000.0,499000000.0,3.929,-73.43
2.5e-10,1.35e-05,2.95e-05,0.0102,34000000000.0,433000000.0,3.797,-84.06
2.5e-10,1.35e-05,3e-05,0.0102,34000000000.0,383000000.0,3.668,-81.04
2.5e-10,1.4e-05,1e-05,0.0101,35700000000.0,1540000000.0,6.434,-78.75
2.5e-10,1.4e-05,5e-06,0.0101,37600000000.0,1010000000.0,6.411,-80.72
2.5e-10,1.4e-05,5.5e-06,0.0101,37300000000.0,1090000000.0,6.423,-80.27
2.5e-10,1.4e-05,6e-06,0.0101,37100000000.0,1140000000.0,6.437,-79.5
2.5e-10,1.4e-05,6.5e-06,0.0101,36900000000.0,1190000000.0,6.445,-79.31
2.5e-10,1.4e-05,7e-06,0.0101,36700000000.0,1260000000.0,6.451,-79.06
2.5e-10,1.4e-05,7.5e-06,0.0101,36600000000.0,1320000000.0,6.451,-79.29
2.5e-10,1.4e-05,8e-06,0.0101,36400000000.0,1370000000.0,6.456,-78.67
2.5e-10,1.4e-05,8.5e-06,0.0101,36200000000.0,1400000000.0,6.453,-79.35
2.5e-10,1.4e-05,9e-06,0.0101,36000000000.0,1460000000.0,6.449,-77.96
2.5e-10,1.4e-05,9.5e-06,0.0101,35800000000.0,1490000000.0,6.445,-78.25
2.5e-10,1.4e-05,1.05e-05,0.0101,35500000000.0,1570000000.0,6.424,-77.79
2.5e-10,1.4e-05,1.1e-05,0.0101,35400000000.0,1600000000.0,6.412,-77.51
2.5e-10,1.4e-05,1.15e-05,0.0101,35200000000.0,1630000000.0,6.4,-78.04
2.5e-10,1.4e-05,1.2e-05,0.0101,35100000000.0,1650000000.0,6.382,-78.36
2.5e-10,1.4e-05,1.25e-05,0.0101,34900000000.0,1670000000.0,6.365,-78.68
2.5e-10,1.4e-05,1.3e-05,0.0101,34800000000.0,1700000000.0,6.344,-77.11
2.5e-10,1.4e-05,1.35e-05,0.0101,34700000000.0,1720000000.0,6.32,-78.15
2.5e-10,1.4e-05,1.4e-05,0.0101,34500000000.0,1740000000.0,6.299,-78.14
2.5e-10,1.4e-05,1.45e-05,0.0101,34400000000.0,1750000000.0,6.272,-78.13
2.5e-10,1.4e-05,1.5e-05,0.0101,34300000000.0,1760000000.0,6.243,-78.22
2.5e-10,1.4e-05,1.55e-05,0.0101,34200000000.0,1770000000.0,6.207,-78.05
2.5e-10,1.4e-05,1.6e-05,0.0101,34100000000.0,1770000000.0,6.174,-78.41
2.5e-10,1.4e-05,1.65e-05,0.0101,34000000000.0,1780000000.0,6.134,-76.78
2.5e-10,1.4e-05,1.7e-05,0.0101,33900000000.0,1790000000.0,6.097,-78.61
2.5e-10,1.4e-05,1.75e-05,0.0101,33800000000.0,1770000000.0,6.051,-78.82
2.5e-10,1.4e-05,1.8e-05,0.0101,33700000000.0,1760000000.0,6.005,-78.87
2.5e-10,1.4e-05,1.85e-05,0.0101,33700000000.0,1740000000.0,5.954,-78.68
2.5e-10,1.4e-05,1.9e-05,0.0101,33600000000.0,1730000000.0,5.892,-79.04
2.5e-10,1.4e-05,1.95e-05,0.0101,33500000000.0,1710000000.0,5.838,-79.45
2.5e-10,1.4e-05,2e-05,0.0101,33500000000.0,1670000000.0,5.774,-78.97
2.5e-10,1.4e-05,2.05e-05,0.0101,33400000000.0,1630000000.0,5.704,-78.98
2.5e-10,1.4e-05,2.1e-05,0.0101,33400000000.0,1590000000.0,5.632,-79.19
2.5e-10,1.4e-05,2.15e-05,0.0101,33300000000.0,1550000000.0,5.553,-79.36
2.5e-10,1.4e-05,2.2e-05,0.0101,33300000000.0,1510000000.0,5.47,-80.16
2.5e-10,1.4e-05,2.25e-05,0.0101,33200000000.0,1450000000.0,5.385,-80.18
2.5e-10,1.4e-05,2.3e-05,0.0101,33200000000.0,1380000000.0,5.29,-80.1
2.5e-10,1.4e-05,2.35e-05,0.0101,33200000000.0,1330000000.0,5.187,-80.29
2.5e-10,1.4e-05,2.4e-05,0.0101,33200000000.0,1270000000.0,5.083,-79.87
2.5e-10,1.4e-05,2.45e-05,0.0101,33200000000.0,1200000000.0,4.977,-80.9
2.5e-10,1.4e-05,2.5e-05,0.0101,33200000000.0,1140000000.0,4.86,-80.98
2.5e-10,1.4e-05,2.55e-05,0.0101,33200000000.0,1070000000.0,4.744,-81.23
2.5e-10,1.4e-05,2.6e-05,0.0101,33200000000.0,992000000.0,4.625,-80.78
2.5e-10,1.4e-05,2.65e-05,0.0101,33200000000.0,911000000.0,4.503,-80.95
2.5e-10,1.4e-05,2.7e-05,0.0101,33300000000.0,820000000.0,4.378,-81.07
2.5e-10,1.4e-05,2.75e-05,0.0101,33300000000.0,749000000.0,4.245,-80.36
2.5e-10,1.4e-05,2.8e-05,0.0101,33300000000.0,666000000.0,4.116,-84.28
2.5e-10,1.4e-05,2.85e-05,0.0101,33400000000.0,568000000.0,3.99,-81.22
2.5e-10,1.4e-05,2.9e-05,0.0101,33400000000.0,513000000.0,3.857,-77.27
2.5e-10,1.4e-05,2.95e-05,0.0101,33500000000.0,447000000.0,3.731,-81.58
2.5e-10,1.4e-05,3e-05,0.0101,33500000000.0,396000000.0,3.601,-84.41
2.5e-10,1.45e-05,1e-05,0.00997,35100000000.0,1480000000.0,6.364,-80.36
2.5e-10,1.45e-05,5e-06,0.00997,37000000000.0,1010000000.0,6.317,-81.86
2.5e-10,1.45e-05,5.5e-06,0.00997,36800000000.0,1050000000.0,6.334,-82.28
2.5e-10,1.45e-05,6e-06,0.00997,36600000000.0,1110000000.0,6.348,-81.46
2.5e-10,1.45e-05,6.5e-06,0.00997,36400000000.0,1170000000.0,6.359,-81.01
2.5e-10,1.45e-05,7e-06,0.00997,36200000000.0,1220000000.0,6.368,-81.29
2.5e-10,1.45e-05,7.5e-06,0.00997,36000000000.0,1290000000.0,6.374,-80.75
2.5e-10,1.45e-05,8e-06,0.00997,35800000000.0,1330000000.0,6.375,-81.0
2.5e-10,1.45e-05,8.5e-06,0.00997,35600000000.0,1360000000.0,6.378,-80.62
2.5e-10,1.45e-05,9e-06,0.00997,35500000000.0,1420000000.0,6.376,-80.22
2.5e-10,1.45e-05,9.5e-06,0.00997,35300000000.0,1450000000.0,6.37,-80.17
2.5e-10,1.45e-05,1.05e-05,0.00997,35000000000.0,1530000000.0,6.356,-79.88
2.5e-10,1.45e-05,1.1e-05,0.00997,34800000000.0,1550000000.0,6.345,-79.47
2.5e-10,1.45e-05,1.15e-05,0.00997,34700000000.0,1570000000.0,6.334,-80.61
2.5e-10,1.45e-05,1.2e-05,0.00997,34500000000.0,1610000000.0,6.317,-79.05
2.5e-10,1.45e-05,1.25e-05,0.00997,34400000000.0,1620000000.0,6.302,-79.82
2.5e-10,1.45e-05,1.3e-05,0.00997,34300000000.0,1650000000.0,6.278,-79.19
2.5e-10,1.45e-05,1.35e-05,0.00997,34100000000.0,1660000000.0,6.257,-79.57
2.5e-10,1.45e-05,1.4e-05,0.00997,34000000000.0,1680000000.0,6.232,-79.67
2.5e-10,1.45e-05,1.45e-05,0.00997,33900000000.0,1690000000.0,6.205,-79.96
2.5e-10,1.45e-05,1.5e-05,0.00997,33800000000.0,1700000000.0,6.173,-79.64
2.5e-10,1.45e-05,1.55e-05,0.00997,33700000000.0,1720000000.0,6.138,-79.69
2.5e-10,1.45e-05,1.6e-05,0.00997,33600000000.0,1720000000.0,6.108,-80.02
2.5e-10,1.45e-05,1.65e-05,0.00997,33500000000.0,1700000000.0,6.069,-79.97
2.5e-10,1.45e-05,1.7e-05,0.00997,33400000000.0,1710000000.0,6.025,-80.09
2.5e-10,1.45e-05,1.75e-05,0.00997,33300000000.0,1720000000.0,5.974,-79.99
2.5e-10,1.45e-05,1.8e-05,0.00997,33200000000.0,1690000000.0,5.934,-80.51
2.5e-10,1.45e-05,1.85e-05,0.00997,33200000000.0,1690000000.0,5.876,-80.41
2.5e-10,1.45e-05,1.9e-05,0.00997,33100000000.0,1660000000.0,5.817,-79.9
2.5e-10,1.45e-05,1.95e-05,0.00997,33000000000.0,1650000000.0,5.752,-80.31
2.5e-10,1.45e-05,2e-05,0.00997,33000000000.0,1620000000.0,5.692,-80.96
2.5e-10,1.45e-05,2.05e-05,0.00997,32900000000.0,1570000000.0,5.625,-80.48
2.5e-10,1.45e-05,2.1e-05,0.00997,32900000000.0,1550000000.0,5.545,-81.07
2.5e-10,1.45e-05,2.15e-05,0.00997,32800000000.0,1510000000.0,5.468,-81.2
2.5e-10,1.45e-05,2.2e-05,0.00997,32800000000.0,1460000000.0,5.379,-80.96
2.5e-10,1.45e-05,2.25e-05,0.00997,32800000000.0,1410000000.0,5.295,-82.02
2.5e-10,1.45e-05,2.3e-05,0.00997,32800000000.0,1350000000.0,5.199,-81.36
2.5e-10,1.45e-05,2.35e-05,0.00997,32800000000.0,1300000000.0,5.095,-80.61
2.5e-10,1.45e-05,2.4e-05,0.00997,32700000000.0,1250000000.0,4.988,-79.25
2.5e-10,1.45e-05,2.45e-05,0.00997,32700000000.0,1190000000.0,4.881,-81.63
2.5e-10,1.45e-05,2.5e-05,0.00997,32700000000.0,1120000000.0,4.772,-81.78
2.5e-10,1.45e-05,2.55e-05,0.00997,32700000000.0,1060000000.0,4.648,-82.12
2.5e-10,1.45e-05,2.6e-05,0.00997,32800000000.0,986000000.0,4.529,-82.15
2.5e-10,1.45e-05,2.65e-05,0.00997,32800000000.0,919000000.0,4.407,-83.51
2.5e-10,1.45e-05,2.7e-05,0.00997,32800000000.0,842000000.0,4.282,-83.38
2.5e-10,1.45e-05,2.75e-05,0.00997,32800000000.0,764000000.0,4.158,-82.36
2.5e-10,1.45e-05,2.8e-05,0.00997,32900000000.0,684000000.0,4.029,-79.19
2.5e-10,1.45e-05,2.85e-05,0.00997,32900000000.0,598000000.0,3.905,-82.12
2.5e-10,1.45e-05,2.9e-05,0.00997,32900000000.0,530000000.0,3.78,-83.18
2.5e-10,1.45e-05,3e-05,0.00997,33000000000.0,422000000.0,3.527,-76.1
2.5e-10,1.5e-05,1e-05,0.00989,34600000000.0,1450000000.0,6.279,-81.7
2.5e-10,1.5e-05,5e-06,0.00989,36500000000.0,982000000.0,6.21,-83.89
2.5e-10,1.5e-05,5.5e-06,0.00989,36300000000.0,1070000000.0,6.228,-84.63
2.5e-10,1.5e-05,6e-06,0.00989,36100000000.0,1100000000.0,6.246,-83.66
2.5e-10,1.5e-05,6.5e-06,0.00989,35900000000.0,1150000000.0,6.259,-83.43
2.5e-10,1.5e-05,7e-06,0.00989,35700000000.0,1200000000.0,6.27,-82.46
2.5e-10,1.5e-05,7.5e-06,0.00989,35500000000.0,1270000000.0,6.278,-82.67
2.5e-10,1.5e-05,8e-06,0.00989,35300000000.0,1280000000.0,6.283,-82.56
2.5e-10,1.5e-05,8.5e-06,0.00989,35100000000.0,1330000000.0,6.286,-82.72
2.5e-10,1.5e-05,9e-06,0.00989,35000000000.0,1390000000.0,6.284,-81.78
2.5e-10,1.5e-05,9.5e-06,0.00989,34800000000.0,1420000000.0,6.282,-82.68
2.5e-10,1.5e-05,1.05e-05,0.00989,34500000000.0,1480000000.0,6.268,-81.77
2.5e-10,1.5e-05,1.1e-05,0.00989,34300000000.0,1510000000.0,6.26,-84.8
2.5e-10,1.5e-05,1.15e-05,0.00989,34200000000.0,1530000000.0,6.248,-81.5
2.5e-10,1.5e-05,1.2e-05,0.00989,34100000000.0,1550000000.0,6.234,-81.69
2.5e-10,1.5e-05,1.25e-05,0.00989,33900000000.0,1580000000.0,6.214,-81.38
2.5e-10,1.5e-05,1.3e-05,0.00989,33800000000.0,1600000000.0,6.197,-81.41
2.5e-10,1.5e-05,1.35e-05,0.00989,33700000000.0,1620000000.0,6.172,-72.13
2.5e-10,1.5e-05,1.4e-05,0.00989,33600000000.0,1630000000.0,6.149,-81.58
2.5e-10,1.5e-05,1.45e-05,0.00989,33400000000.0,1640000000.0,6.123,-81.5
2.5e-10,1.5e-05,1.5e-05,0.00989,33300000000.0,1650000000.0,6.091,-82.23
2.5e-10,1.5e-05,1.55e-05,0.00989,33200000000.0,1660000000.0,6.056,-81.7
2.5e-10,1.5e-05,1.6e-05,0.00989,33100000000.0,1670000000.0,6.016,-80.9
2.5e-10,1.5e-05,1.65e-05,0.00989,33000000000.0,1670000000.0,5.979,-80.9
2.5e-10,1.5e-05,1.7e-05,0.00989,33000000000.0,1670000000.0,5.932,-81.34
2.5e-10,1.5e-05,1.75e-05,0.00989,32900000000.0,1660000000.0,5.887,-81.56
2.5e-10,1.5e-05,1.8e-05,0.00989,32800000000.0,1640000000.0,5.842,-81.89
